playerID,gameID,contextStructure,setId,setReplicate,phase,order,image,label,cell,top,bottom,text,shownAt,submittedAt,rt_sec,autoSubmitted
01M0WX0T78NE9YVPZSCJ5NTGX1,01M0WWQ74ND1AHANTF309RNWJE,comp-within,0,0,pretest,0,138_448.png,A5,familiar_top_novel_bottom,138,448,"The top has 4 corners, narrow and horizontal.",1787676891524,1787676951554,60.03,TRUE
01M0WX0T78NE9YVPZSCJ5NTGX1,01M0WWQ74ND1AHANTF309RNWJE,comp-within,0,0,pretest,1,422_364.png,C7,familiar_top_novel_bottom,422,364,The top pizza hut and charlie brown shi,1787676951556,1787677011565,60.009,TRUE
01M0WX0T78NE9YVPZSCJ5NTGX1,01M0WWQ74ND1AHANTF309RNWJE,comp-within,0,0,pretest,2,260_405.png,G3,novel_top_familiar_bottom,260,405,Spiky with rectangular legs,1787677011566,1787677059457,47.891,FALSE
01M0WX0T78NE9YVPZSCJ5NTGX1,01M0WWQ74ND1AHANTF309RNWJE,comp-within,0,0,pretest,3,279_25.png,D8,familiar_top_novel_bottom,279,25,Beatle with pointy ends,1787677059462,1787677100509,41.047,FALSE
01M0WX0T78NE9YVPZSCJ5NTGX1,01M0WWQ74ND1AHANTF309RNWJE,comp-within,0,0,pretest,4,366_339.png,B2,novel_combination,366,339,Small house inside a  collapsed house,1787677100515,1787677154241,53.726,FALSE
01M0WX0T78NE9YVPZSCJ5NTGX1,01M0WWQ74ND1AHANTF309RNWJE,comp-within,0,0,pretest,5,162_66.png,H4,novel_top_familiar_bottom,162,66,Two open boxes stacked,1787677154248,1787677190018,35.77,FALSE
01M0WX0T78NE9YVPZSCJ5NTGX1,01M0WWQ74ND1AHANTF309RNWJE,comp-within,0,0,pretest,6,138_244.png,A1,novel_combination,138,244,Box spilled over on shelf,1787677190023,1787677244816,54.793,FALSE
01M0WX0T78NE9YVPZSCJ5NTGX1,01M0WWQ74ND1AHANTF309RNWJE,comp-within,0,0,pretest,7,422_405.png,C3,novel_combination,422,405,A house with running legs,1787677244821,1787677288332,43.511,FALSE
01M0WX0T78NE9YVPZSCJ5NTGX1,01M0WWQ74ND1AHANTF309RNWJE,comp-within,0,0,pretest,8,444_1.png,L12,entirely_held_out,444,1,A house with a sloping roof in,1787677288337,1787677348300,59.963,FALSE
01M0WX0T78NE9YVPZSCJ5NTGX1,01M0WWQ74ND1AHANTF309RNWJE,comp-within,0,0,pretest,9,366_333.png,B6,familiar_top_novel_bottom,366,333,A giliga alien,1787677348305,1787677386904,38.599,FALSE
01M0WX0T78NE9YVPZSCJ5NTGX1,01M0WWQ74ND1AHANTF309RNWJE,comp-within,0,0,pretest,10,279_66.png,D4,novel_combination,279,66,two  boxes,1787677386909,1787677437132,50.223,FALSE
01M0WX0T78NE9YVPZSCJ5NTGX1,01M0WWQ74ND1AHANTF309RNWJE,comp-within,0,0,pretest,11,138_339.png,A2,trained_distribution,138,339,box on a home,1787677437137,1787677461215,24.078,FALSE
01M0WX0T78NE9YVPZSCJ5NTGX1,01M0WWQ74ND1AHANTF309RNWJE,comp-within,0,0,pretest,12,452_244.png,E1,novel_top_familiar_bottom,452,244,broken horizon pieces,1787677461221,1787677492285,31.064,FALSE
01M0WX0T78NE9YVPZSCJ5NTGX1,01M0WWQ74ND1AHANTF309RNWJE,comp-within,0,0,pretest,13,239_32.png,K11,entirely_held_out,239,32,stacked sheets,1787677492290,1787677521150,28.86,FALSE
01M0WX0T78NE9YVPZSCJ5NTGX1,01M0WWQ74ND1AHANTF309RNWJE,comp-within,0,0,pretest,14,366_405.png,B3,trained_distribution,366,405,running triangle,1787677521155,1787677545300,24.145,FALSE
01M0WX0T78NE9YVPZSCJ5NTGX1,01M0WWQ74ND1AHANTF309RNWJE,comp-within,0,0,pretest,15,422_66.png,C4,trained_distribution,422,66,house on open box,1787677545304,1787677571928,26.624,FALSE
01M0WX0T78NE9YVPZSCJ5NTGX1,01M0WWQ74ND1AHANTF309RNWJE,comp-within,0,0,pretest,16,120_339.png,F2,novel_top_familiar_bottom,120,339,m on house,1787677571932,1787677629395,57.463,FALSE
01M0WX0T78NE9YVPZSCJ5NTGX1,01M0WWQ74ND1AHANTF309RNWJE,comp-within,0,0,pretest,17,279_244.png,D1,trained_distribution,279,244,broken box on shelf,1787677629400,1787677659419,30.019,FALSE
01M0WX0T78NE9YVPZSCJ5NTGX1,01M0WWQ74ND1AHANTF309RNWJE,comp-within,0,0,pretest,18,150_24.png,I9,entirely_held_out,150,24,man with lasers,1787677659423,1787677682580,23.157,FALSE
01M0WX0T78NE9YVPZSCJ5NTGX1,01M0WWQ74ND1AHANTF309RNWJE,comp-within,0,0,pretest,19,401_126.png,J10,entirely_held_out,401,126,diamond on box,1787677682595,1787677722411,39.816,FALSE
01M0WXSYNRXCYGT80QAR430CBD,01M0WWQAZPP7VBJF1WXDE2YKFW,comp-within,1,0,pretest,0,33_60.png,J10,entirely_held_out,33,60,"A large triangle pointing to the right, with a ""body"" and a ""tail"" coming off the right side. The ""tail"" points upward.",1787677693165,1787677744098,50.933,FALSE
01M0WXSYNRXCYGT80QAR430CBD,01M0WWQAZPP7VBJF1WXDE2YKFW,comp-within,1,0,pretest,1,66_138.png,A5,familiar_top_novel_bottom,66,138,A large black blob with a triangular point on the top and the bottom. The left side squares off and has a small diamond attached to it. The Right side is large and shaped like a hexagon.,1787677744100,1787677804102,60.002,TRUE
01M0WXSYNRXCYGT80QAR430CBD,01M0WWQAZPP7VBJF1WXDE2YKFW,comp-within,1,0,pretest,2,348_24.png,B3,trained_distribution,348,24,"Two black shapes combined. The shape on the left looks like a solid, angular backward 'B'. It has a white rectangle inside it. The shape on the right is tilted and pointy at the top. It looks like its leaning against the 'B' shape.",1787677804102,1787677860109,56.007,FALSE
01M0WXSYNRXCYGT80QAR430CBD,01M0WWQAZPP7VBJF1WXDE2YKFW,comp-within,1,0,pretest,3,202_464.png,C4,trained_distribution,202,464,It almost looks like a weird fish. The far left looks like a pointy fish tail and then there are more sharp points on the top and bottom while moving right. The 'head' of the fish is a big black blob that almost takes up the entire right half of the screen.,1787677860112,1787677917814,57.702,FALSE
01M0WXSYNRXCYGT80QAR430CBD,01M0WWQAZPP7VBJF1WXDE2YKFW,comp-within,1,0,pretest,4,20_314.png,D1,trained_distribution,20,314,It kind of looks like a person's head looking to the left. The right side of the shape is somewhat rounded. The left side of the shape is all point triangles that lay on their side and point left.,1787677917816,1787677959392,41.576,FALSE
01M0WXSYNRXCYGT80QAR430CBD,01M0WWQAZPP7VBJF1WXDE2YKFW,comp-within,1,0,pretest,5,261_161.png,L12,entirely_held_out,261,161,"There is a long thin rectangle in the center. It almost looks like a person, with a diamond head and a triangle foot standing to the right of the rectangle. There is a fat rectangle connected to the left of the tall thin rectangle.",1787677959393,1787678019400,60.007,TRUE
01M0WXSYNRXCYGT80QAR430CBD,01M0WWQAZPP7VBJF1WXDE2YKFW,comp-within,1,0,pretest,6,66_441.png,A2,trained_distribution,66,441,On the right side is a big fat half of a hexagon. Then the left side is a bunch of sharp jagged points. There are three jagged points in the upper left corner. There is a triangle pointing to the right in the bottom left corner.,1787678019401,1787678074644,55.243,FALSE
01M0WXSYNRXCYGT80QAR430CBD,01M0WWQAZPP7VBJF1WXDE2YKFW,comp-within,1,0,pretest,7,348_130.png,B6,familiar_top_novel_bottom,348,130,"The shape kind of looks like half of the letter 'N'. On the left side, there is a rectangle standing upright, with pointy triangles pointing left at the top and bottom of the rectangle.",1787678074645,1787678132762,58.117,FALSE
01M0WXSYNRXCYGT80QAR430CBD,01M0WWQAZPP7VBJF1WXDE2YKFW,comp-within,1,0,pretest,8,313_396.png,I9,entirely_held_out,313,396,It looks like a very fat backward 'K'. It's two fat solid black shapes touching. The one on the right has three pointy triangles at the bottom of it.,1787678132763,1787678167964,35.201,FALSE
01M0WXSYNRXCYGT80QAR430CBD,01M0WWQAZPP7VBJF1WXDE2YKFW,comp-within,1,0,pretest,9,20_63.png,D8,familiar_top_novel_bottom,20,63,"It looks like a very fat, squat arrow pointing to the left. The shape on the right side is solid and thick. Then there is a fat thick triangle on the left side pointing to the left.",1787678167965,1787678206371,38.406,FALSE
01M0WXSYNRXCYGT80QAR430CBD,01M0WWQAZPP7VBJF1WXDE2YKFW,comp-within,1,0,pretest,10,411_314.png,E1,novel_top_familiar_bottom,411,314,"This is a mess of triangles. There is a defined arrow pointing to the right. Then, on the other side of the arrow, there are a bunch of overlapping triangles pointing to the left.",1787678206373,1787678245525,39.152,FALSE
01M0WXSYNRXCYGT80QAR430CBD,01M0WWQAZPP7VBJF1WXDE2YKFW,comp-within,1,0,pretest,11,72_24.png,G3,novel_top_familiar_bottom,72,24,The shape on the left looks like a fat solid backwards,1787678245527,1787678259432,13.905,FALSE
01M0WXSYNRXCYGT80QAR430CBD,01M0WWQAZPP7VBJF1WXDE2YKFW,comp-within,1,0,pretest,12,348_441.png,B2,novel_combination,348,441,"The shape is very jagged and pointy. The top of the shape has four pointy triangles. There is a triangle laying on its side in the bottom left corner, pointing right.",1787678259433,1787678310330,50.897,FALSE
01M0WXSYNRXCYGT80QAR430CBD,01M0WWQAZPP7VBJF1WXDE2YKFW,comp-within,1,0,pretest,13,202_76.png,C7,familiar_top_novel_bottom,202,76,"The shape almost fills the box. There is a diamond on the left side, with thick black lines running through it. On the right side is a thick fat upright rectangle that angles to the top right.",1787678310332,1787678366458,56.126,FALSE
01M0WXSYNRXCYGT80QAR430CBD,01M0WWQAZPP7VBJF1WXDE2YKFW,comp-within,1,0,pretest,14,20_464.png,D4,novel_combination,20,464,"There is a large solid partial octagon on the right side. A rectangle pokes out from the left side. This rectangle has triangular spikes on it, two on the top and two on the bottom.",1787678366459,1787678417454,50.995,FALSE
