roundID,gameID,trialNum,playerID,text,director_msg
01M0WXAW67AMK0YYEW46DC6EDK,01M0WWQ74H7CSGCPAHPDSCJ0PV,14,01M0WX9MXH1SX7Q50079HW9F7E,Slanted white rectangle inside,TRUE
01M0WY8WTWNDACTY3MZE7T4XYQ,01M0WWQAZTRSENW9JN2FSQ4BA7,4,01M0WY0YPE1FGB7GNWHKCY08ZN,open box with diamond (partly cut off) coming our.,TRUE
01M0WY96A3GPNVM391ND45TTX8,01M0WWQAZPP7VBJF1WXDE2YKFW,7,01M0WXSYNRXCYGT80QAR430CBD,Whole shape is shaped like a tent. One jagged leaning piece on the right side. Three large triangles on the left side pointing left,TRUE
01M0WY96BJWW9VTCGB4KH2R567,01M0WWQAZPP7VBJF1WXDE2YKFW,12,01M0WY2T8PBZPVGKC7BWFHJ59J,"boat on its side on right, open rectangle in middle, 2 points facing left",TRUE
01M0WY8WTPASQX09WQQYSHK2YA,01M0WWQAZTRSENW9JN2FSQ4BA7,5,01M0WY09KXZQGZCXQXZTYFDW8C,seperate v shape at the bottom and a box above with legs coming out diagonally,TRUE
01M0WY4EW99C2WCPS74X0CDWHV,01M0WWQ9XVXJV1JR4118CY5W09,30,01M0WY0ENCGBGZ9MKY7CZKA71D,three shapes,TRUE
01M0WXAW566C7GT40FYFZ5EGM7,01M0WWQ74H7CSGCPAHPDSCJ0PV,37,01M0WX667JRE4461924BYZ6YJ1,black diamond on top,TRUE
01M0WY7GAMKJB55WG6VXTWZ105,01M0WWQ9XW83PGVA4HF3WT9HVR,44,01M0WY0ECEQWZG8FEZD72ENETD,diamond on top,TRUE
01M0WY7GAMKJB55WG6VXTWZ105,01M0WWQ9XW83PGVA4HF3WT9HVR,44,01M0WY0ECEQWZG8FEZD72ENETD,sitting on a total black base with a missing triangle under,TRUE
01M0WY8DBEGJ05JE8HYX7513CK,01M0WWQ9XT2Q7RF2RHNCTTRDNK,31,01M0WY1FH5WQS14DQ3V446M8AM,"triangle with a white triangle inside, the only one",TRUE
01M0WY8WR24CWTY5QYYJ9XKZHY,01M0WWQAZTRSENW9JN2FSQ4BA7,13,01M0WY09KXZQGZCXQXZTYFDW8C,slim neck and head with spikes at the back,TRUE
