roundID,gameID,trialNum,playerID,text,director_msg
01M1HYQFP07J6QCFFFTXGQHZAN,01M1HWV3JN33V1Q2D4HRBVP5XY,0,01M1HYFAAV5FXPH07FBCM98RQ0,"imagine an arrow point right, and above it is sort of an L on it's back, but the bottom of the L is angled",TRUE
01M1HXWTVB1S23RKXE03K1MY4F,01M1HWT5H10J1B7ETFSS293CEM,24,01M1HXNZBDT500AK3A720AX19C,Arrow pointing to the left with an open hand,TRUE
01M1HY8FVG3M8BQQJT1XX7H5E4,01M1HWT5H4GHTCQDJQ5DVR9SAT,30,01M1HXNQWCSWF23KQCTV8Z3JJN,"Diamond up top, snake on bottom",TRUE
01M1HY8FX2GNZJ4NWM8F0777H5,01M1HWT5H4GHTCQDJQ5DVR9SAT,25,01M1HXNM1C2M4C8S95F7E0F85A,"mass, bowl",TRUE
01M1HY8FX2GNZJ4NWM8F0777H5,01M1HWT5H4GHTCQDJQ5DVR9SAT,25,01M1HXNQWCSWF23KQCTV8Z3JJN,Nice work so far by the way!,FALSE
01M1HYQFQDTG28PPXJXP1Q66X9,01M1HWV3JN33V1Q2D4HRBVP5XY,25,01M1HY7KBEGEP5QDNV7DG3XGY8,semi arrow pointing to right with diamond,TRUE
01M1HY8FR4MH6J4GY7XMP6RV6G,01M1HWT5H4GHTCQDJQ5DVR9SAT,37,01M1HXNM1C2M4C8S95F7E0F85A,"diamond, ordered shapes",TRUE
01M1HY8FQYKS8A0V3YC0TSTGVB,01M1HWT5H4GHTCQDJQ5DVR9SAT,47,01M1HXNM1C2M4C8S95F7E0F85A,"mass, chevron",TRUE
01M1HY8FQYKS8A0V3YC0TSTGVB,01M1HWT5H4GHTCQDJQ5DVR9SAT,47,01M1HXNQWCSWF23KQCTV8Z3JJN,"Nice work, we did well!",FALSE
01M1HY8FYH506THDJB6G0WYQDQ,01M1HWT5H4GHTCQDJQ5DVR9SAT,21,01M1HXNM1C2M4C8S95F7E0F85A,Snake on snake,TRUE
01M1HY8FWG5151S8A0HF29MTA7,01M1HWT5H4GHTCQDJQ5DVR9SAT,10,01M1HXNQWCSWF23KQCTV8Z3JJN,Chevron underneath with little diamond up top,TRUE
01M1HXWTV49XNY03BGJ4NYN2AJ,01M1HWT5H10J1B7ETFSS293CEM,23,01M1HXNTHKRE8MAZ1E2BSTP477,Entrance to house with 3 triangles,TRUE
01M1HXWTWT023ZVH4Q2N7MBJYC,01M1HWT5H10J1B7ETFSS293CEM,35,01M1HXNTHKRE8MAZ1E2BSTP477,arrow with fish on top,TRUE
01M1HXWTX81PYWRFNH5QD33H6P,01M1HWT5H10J1B7ETFSS293CEM,45,01M1HXNTHKRE8MAZ1E2BSTP477,two triangles at the bottom,TRUE
01M1HY8FWRVWHZ7RY8NEZSWQD8,01M1HWT5H4GHTCQDJQ5DVR9SAT,12,01M1HXNQWCSWF23KQCTV8Z3JJN,chevron underneath with snakey guy on top,TRUE
01M1HXWTV1HSYNHK79FJVKQ7VC,01M1HWT5H10J1B7ETFSS293CEM,16,01M1HXNTHKRE8MAZ1E2BSTP477,:) :),FALSE
01M1HXWTV1HSYNHK79FJVKQ7VC,01M1HWT5H10J1B7ETFSS293CEM,16,01M1HXNZBDT500AK3A720AX19C,two small triangles at the bottom,TRUE
01M1HY8FZA37YGKX35VJNC3ZG2,01M1HWT5H4GHTCQDJQ5DVR9SAT,44,01M1HXNQWCSWF23KQCTV8Z3JJN,snake man on a chevron,TRUE
01M1HXWTXA6Q1ZTKQTM0AGR29R,01M1HWT5H10J1B7ETFSS293CEM,27,01M1HXNTHKRE8MAZ1E2BSTP477,two triangles at the bottom,TRUE
01M1HY8FRZ7TGBNJ39GSJG9CQV,01M1HWT5H4GHTCQDJQ5DVR9SAT,35,01M1HXNM1C2M4C8S95F7E0F85A,"diamond, ordered shapes",TRUE
01M1HXWTW65R19XDKM0QPTFVY5,01M1HWT5H10J1B7ETFSS293CEM,40,01M1HXNZBDT500AK3A720AX19C,Bowl with fish on top,TRUE
01M1HXWTW65R19XDKM0QPTFVY5,01M1HWT5H10J1B7ETFSS293CEM,40,01M1HXNTHKRE8MAZ1E2BSTP477,Thanks for being a great partner :),FALSE
01M1HXWTW65R19XDKM0QPTFVY5,01M1HWT5H10J1B7ETFSS293CEM,40,01M1HXNZBDT500AK3A720AX19C,Thank you,TRUE
01M1HXWTYYFM97RM7KH7XXE9RP,01M1HWT5H10J1B7ETFSS293CEM,30,01M1HXNZBDT500AK3A720AX19C,Arrow pointing to the left with fish and diamond,TRUE
01M1HYQFPFDP1JDTRBGCRSZ3SK,01M1HWV3JN33V1Q2D4HRBVP5XY,9,01M1HYFAAV5FXPH07FBCM98RQ0,lets do it,FALSE
01M1HYQFPFDP1JDTRBGCRSZ3SK,01M1HWV3JN33V1Q2D4HRBVP5XY,9,01M1HY7KBEGEP5QDNV7DG3XGY8,what is that,TRUE
01M1HYQFPFDP1JDTRBGCRSZ3SK,01M1HWV3JN33V1Q2D4HRBVP5XY,9,01M1HYFAAV5FXPH07FBCM98RQ0,you need to describe the shape,FALSE
01M1HXWTX6TN7HCC3PV8C55W9F,01M1HWT5H10J1B7ETFSS293CEM,22,01M1HXNZBDT500AK3A720AX19C,Arrow pointing to the left with fish and diamond,TRUE
01M1HYQFSMX0F8F3GC3Y6YGBNM,01M1HWV3JN33V1Q2D4HRBVP5XY,35,01M1HY7KBEGEP5QDNV7DG3XGY8,2 legs pointing to right,TRUE
01M1HYQFTJ0BMYCB4QY0EFCQCY,01M1HWV3JN33V1Q2D4HRBVP5XY,30,01M1HYFAAV5FXPH07FBCM98RQ0,"two triangles at the bottom underneath a diamond shape, then a triangle above that, than a sort of L shape on it's back - no diamond",TRUE
01M1HXWTV26TY28KTE8QZDXFYQ,01M1HWT5H10J1B7ETFSS293CEM,15,01M1HXNZBDT500AK3A720AX19C,We really are,FALSE
01M1HXWTV26TY28KTE8QZDXFYQ,01M1HWT5H10J1B7ETFSS293CEM,15,01M1HXNTHKRE8MAZ1E2BSTP477,Ice cream bowl with 3 triangles in the middle,TRUE
01M1HXWTV26TY28KTE8QZDXFYQ,01M1HWT5H10J1B7ETFSS293CEM,15,01M1HXNTHKRE8MAZ1E2BSTP477,2 shapes at the top,TRUE
01M1HXWTVB1S23RKXE1CV60T86,01M1HWT5H10J1B7ETFSS293CEM,46,01M1HXNZBDT500AK3A720AX19C,Arrow pointing to the right with a hand on top,TRUE
01M1HXWTVB1S23RKXE1CV60T86,01M1HWT5H10J1B7ETFSS293CEM,46,01M1HXNTHKRE8MAZ1E2BSTP477,Thank you!,FALSE
01M1HYQFQFY34G2JRCMTG4V6NM,01M1HWV3JN33V1Q2D4HRBVP5XY,2,01M1HYFAAV5FXPH07FBCM98RQ0,an arrow pointing to the right and there is a sickle on top of it facing upwards,TRUE
01M1HXWTYHJ2KSGWV57PJJG6F6,01M1HWT5H10J1B7ETFSS293CEM,34,01M1HXNZBDT500AK3A720AX19C,entrance to house with hand on top,TRUE
01M1HY8FWS11TN6JW6WT02W0W6,01M1HWT5H4GHTCQDJQ5DVR9SAT,13,01M1HXNM1C2M4C8S95F7E0F85A,Snake in bowl.,TRUE
01M1HY8FZBEAYM1C3BDYGMPQ4T,01M1HWT5H4GHTCQDJQ5DVR9SAT,45,01M1HXNM1C2M4C8S95F7E0F85A,"diamond, snake",TRUE
01M1HYQFW1M0JC7N8EBX3TTXQA,01M1HWV3JN33V1Q2D4HRBVP5XY,13,01M1HYFAAV5FXPH07FBCM98RQ0,go,FALSE
01M1HYQFW1M0JC7N8EBX3TTXQA,01M1HWV3JN33V1Q2D4HRBVP5XY,13,01M1HY7KBEGEP5QDNV7DG3XGY8,it looks like a triangle with diamond shape at the top,TRUE
