playerID,gameID,contextStructure,setId,setReplicate,phase,order,image,label,cell,top,bottom,text,shownAt,submittedAt,rt_sec,autoSubmitted
01M1HXQ1ZTYTJN1YS8XN4GW548,01M1HWT5H7Y7V7S8W79J2JRMVN,noncomp,5,0,pretest,0,60_248.png,C3,trained_distribution,60,248,its spiky looks like batman,1788382162056,1788382176363,14.307,FALSE
01M1HXQ1ZTYTJN1YS8XN4GW548,01M1HWT5H7Y7V7S8W79J2JRMVN,noncomp,5,0,pretest,1,239_151.png,J10,entirely_held_out,239,151,has cat ears on the left side,1788382176368,1788382185081,8.713,FALSE
01M1HXQ1ZTYTJN1YS8XN4GW548,01M1HWT5H7Y7V7S8W79J2JRMVN,noncomp,5,0,pretest,2,63_86.png,L12,entirely_held_out,63,86,arrows,1788382185086,1788382191381,6.295,FALSE
01M1HXQ1ZTYTJN1YS8XN4GW548,01M1HWT5H7Y7V7S8W79J2JRMVN,noncomp,5,0,pretest,3,14_38.png,B2,trained_distribution,14,38,looks like a trophy,1788382191385,1788382199299,7.914,FALSE
01M1HXQ1ZTYTJN1YS8XN4GW548,01M1HWT5H7Y7V7S8W79J2JRMVN,noncomp,5,0,pretest,4,223_34.png,K11,entirely_held_out,223,34,looks like a top hat o the right,1788382199302,1788382208449,9.147,FALSE
01M1HXQ1ZTYTJN1YS8XN4GW548,01M1HWT5H7Y7V7S8W79J2JRMVN,noncomp,5,0,pretest,5,341_312.png,I9,entirely_held_out,341,312,has a face with spiky hair,1788382208453,1788382219667,11.214,FALSE
01M1HXQ1ZTYTJN1YS8XN4GW548,01M1HWT5H7Y7V7S8W79J2JRMVN,noncomp,5,0,pretest,6,235_24.png,D4,trained_distribution,235,24,spiky bottom right,1788382219673,1788382226401,6.728,FALSE
01M1HXQ1ZTYTJN1YS8XN4GW548,01M1HWT5H7Y7V7S8W79J2JRMVN,noncomp,5,0,pretest,7,154_127.png,A1,trained_distribution,154,127,vertical lines,1788382226405,1788382234485,8.08,FALSE
01M1HXNM1C2M4C8S95F7E0F85A,01M1HWT5H4GHTCQDJQ5DVR9SAT,comp-within,4,0,pretest,0,270_318.png,E1,novel_top_familiar_bottom,270,318,bird with long tail,1788382304993,1788382313288,8.295,FALSE
01M1HXNM1C2M4C8S95F7E0F85A,01M1HWT5H4GHTCQDJQ5DVR9SAT,comp-within,4,0,pretest,1,218_181.png,B2,novel_combination,218,181,masher,1788382313290,1788382319620,6.33,FALSE
01M1HXNM1C2M4C8S95F7E0F85A,01M1HWT5H4GHTCQDJQ5DVR9SAT,comp-within,4,0,pretest,2,188_173.png,C3,novel_combination,188,173,disorder,1788382319622,1788382324404,4.782,FALSE
01M1HXNM1C2M4C8S95F7E0F85A,01M1HWT5H4GHTCQDJQ5DVR9SAT,comp-within,4,0,pretest,3,309_121.png,K11,entirely_held_out,309,121,big crown,1788382324406,1788382329080,4.674,FALSE
01M1HXNM1C2M4C8S95F7E0F85A,01M1HWT5H4GHTCQDJQ5DVR9SAT,comp-within,4,0,pretest,4,342_86.png,H4,novel_top_familiar_bottom,342,86,chicken on table,1788382329082,1788382335072,5.99,FALSE
01M1HXNM1C2M4C8S95F7E0F85A,01M1HWT5H4GHTCQDJQ5DVR9SAT,comp-within,4,0,pretest,5,146_318.png,D1,trained_distribution,146,318,dragon,1788382335074,1788382337765,2.691,FALSE
01M1HXNM1C2M4C8S95F7E0F85A,01M1HWT5H4GHTCQDJQ5DVR9SAT,comp-within,4,0,pretest,6,202_181.png,A2,trained_distribution,202,181,cup,1788382337767,1788382340483,2.716,FALSE
01M1HXNM1C2M4C8S95F7E0F85A,01M1HWT5H4GHTCQDJQ5DVR9SAT,comp-within,4,0,pretest,7,338_349.png,L12,entirely_held_out,338,349,planar,1788382340485,1788382346978,6.493,FALSE
01M1HXNM1C2M4C8S95F7E0F85A,01M1HWT5H4GHTCQDJQ5DVR9SAT,comp-within,4,0,pretest,8,218_173.png,B3,trained_distribution,218,173,crib,1788382346979,1788382352195,5.216,FALSE
01M1HXNM1C2M4C8S95F7E0F85A,01M1HWT5H4GHTCQDJQ5DVR9SAT,comp-within,4,0,pretest,9,188_171.png,C7,familiar_top_novel_bottom,188,171,magic cub,1788382352196,1788382356767,4.571,FALSE
01M1HXNM1C2M4C8S95F7E0F85A,01M1HWT5H4GHTCQDJQ5DVR9SAT,comp-within,4,0,pretest,10,146_133.png,D8,familiar_top_novel_bottom,146,133,vase,1788382356769,1788382375485,18.716,FALSE
01M1HXNM1C2M4C8S95F7E0F85A,01M1HWT5H4GHTCQDJQ5DVR9SAT,comp-within,4,0,pretest,11,34_181.png,F2,novel_top_familiar_bottom,34,181,yogurt cup with a opening lid,1788382375487,1788382395306,19.819,FALSE
01M1HXNM1C2M4C8S95F7E0F85A,01M1HWT5H4GHTCQDJQ5DVR9SAT,comp-within,4,0,pretest,12,202_318.png,A1,novel_combination,202,318,a person running through a topic,1788382395308,1788382402156,6.848,FALSE
01M1HXNM1C2M4C8S95F7E0F85A,01M1HWT5H4GHTCQDJQ5DVR9SAT,comp-within,4,0,pretest,13,17_173.png,G3,novel_top_familiar_bottom,17,173,A group of systems,1788382402158,1788382408521,6.363,FALSE
01M1HXNM1C2M4C8S95F7E0F85A,01M1HWT5H4GHTCQDJQ5DVR9SAT,comp-within,4,0,pretest,14,188_86.png,C4,trained_distribution,188,86,a snake on a table.,1788382408524,1788382417487,8.963,FALSE
01M1HXNM1C2M4C8S95F7E0F85A,01M1HWT5H4GHTCQDJQ5DVR9SAT,comp-within,4,0,pretest,15,294_68.png,I9,entirely_held_out,294,68,A boomer,1788382417488,1788382433753,16.265,FALSE
01M1HXNM1C2M4C8S95F7E0F85A,01M1HWT5H4GHTCQDJQ5DVR9SAT,comp-within,4,0,pretest,16,373_282.png,J10,entirely_held_out,373,282,The mirror below,1788382433755,1788382441750,7.995,FALSE
01M1HXNM1C2M4C8S95F7E0F85A,01M1HWT5H4GHTCQDJQ5DVR9SAT,comp-within,4,0,pretest,17,202_213.png,A5,familiar_top_novel_bottom,202,213,a strange tea,1788382441752,1788382447585,5.833,FALSE
01M1HXNM1C2M4C8S95F7E0F85A,01M1HWT5H4GHTCQDJQ5DVR9SAT,comp-within,4,0,pretest,18,218_190.png,B6,familiar_top_novel_bottom,218,190,a diamond upon the hill,1788382447587,1788382457636,10.049,FALSE
01M1HXNM1C2M4C8S95F7E0F85A,01M1HWT5H4GHTCQDJQ5DVR9SAT,comp-within,4,0,pretest,19,146_86.png,D4,novel_combination,146,86,Shai hulad,1788382457638,1788382463998,6.36,FALSE
01M1HXNTHKRE8MAZ1E2BSTP477,01M1HWT5H10J1B7ETFSS293CEM,comp-between,4,0,pretest,0,342_86.png,H4,novel_top_familiar_bottom,342,86,"A zig zag shape, with the top having two parts branching off it and the bottom being flat.",1788381930329,1788381967907,37.578,FALSE
01M1HXNTHKRE8MAZ1E2BSTP477,01M1HWT5H10J1B7ETFSS293CEM,comp-between,4,0,pretest,1,309_121.png,K11,entirely_held_out,309,121,"Similar to a crown at the top, with two triangles pointing in each direction at the bottom and a few shapes in between.",1788381967914,1788382007749,39.835,FALSE
01M1HXNTHKRE8MAZ1E2BSTP477,01M1HWT5H10J1B7ETFSS293CEM,comp-between,4,0,pretest,2,218_173.png,B3,trained_distribution,218,173,"A diamond shape at the point, pointing in a direction,  larger shape in the middle and two triangles in opposite directions at the bottom",1788382007754,1788382067760,60.006,TRUE
01M1HXNTHKRE8MAZ1E2BSTP477,01M1HWT5H10J1B7ETFSS293CEM,comp-between,4,0,pretest,3,338_349.png,L12,entirely_held_out,338,349,"A triangle pyramid shape at the top, a zig zag shape in the middle and a rectangle at the bottom.",1788382067774,1788382118080,50.306,FALSE
01M1HXNTHKRE8MAZ1E2BSTP477,01M1HWT5H10J1B7ETFSS293CEM,comp-between,4,0,pretest,4,202_318.png,A1,novel_combination,202,318,"A pointy shape in the left hand corner, with a rectangle in the middle and hexagon outline t the bottom.",1788382118087,1788382147891,29.804,FALSE
01M1HXNTHKRE8MAZ1E2BSTP477,01M1HWT5H10J1B7ETFSS293CEM,comp-between,4,0,pretest,5,294_68.png,I9,entirely_held_out,294,68,"A hexagon type shape pointing towards the left, a larger rectangle at the right at an angle and bit pointing down to the bottom.",1788382147897,1788382201019,53.122,FALSE
01M1HXNTHKRE8MAZ1E2BSTP477,01M1HWT5H10J1B7ETFSS293CEM,comp-between,4,0,pretest,6,188_171.png,C7,familiar_top_novel_bottom,188,171,"A long shape at the top, with a diamond in the middle and square mixed with a triangle in the middle and bigger triangle to the right.",1788382201025,1788382261036,60.011,TRUE
01M1HXNTHKRE8MAZ1E2BSTP477,01M1HWT5H10J1B7ETFSS293CEM,comp-between,4,0,pretest,7,218_181.png,B2,novel_combination,218,181,A bowl/vase shaped item with a few shapes sticking out and a diamond at the top.,1788382261039,1788382309113,48.074,FALSE
01M1HXNTHKRE8MAZ1E2BSTP477,01M1HWT5H10J1B7ETFSS293CEM,comp-between,4,0,pretest,8,146_133.png,D8,familiar_top_novel_bottom,146,133,"A big triangle at the top, with 2 different shapes coming out next to it and a diamond at the bottom.",1788382309118,1788382361169,52.051,FALSE
01M1HXNTHKRE8MAZ1E2BSTP477,01M1HWT5H10J1B7ETFSS293CEM,comp-between,4,0,pretest,9,202_213.png,A5,familiar_top_novel_bottom,202,213,"Bigger rectangle shapes, with a hexagon in the left hand corner pointing upwards.",1788382361175,1788382415864,54.689,FALSE
01M1HXNTHKRE8MAZ1E2BSTP477,01M1HWT5H10J1B7ETFSS293CEM,comp-between,4,0,pretest,10,270_318.png,E1,novel_top_familiar_bottom,270,318,A gold bar shaped in he middle with an upside down triangle at the top.,1788382415871,1788382466520,50.649,FALSE
01M1HXNTHKRE8MAZ1E2BSTP477,01M1HWT5H10J1B7ETFSS293CEM,comp-between,4,0,pretest,11,188_173.png,C3,novel_combination,188,173,"A hexagon outline shape at the top, with squashed triangles in the middle and a diamond followed by two triangles pointing in either direction at the bottom.",1788382466525,1788382509503,42.978,FALSE
01M1HXNTHKRE8MAZ1E2BSTP477,01M1HWT5H10J1B7ETFSS293CEM,comp-between,4,0,pretest,12,34_181.png,F2,novel_top_familiar_bottom,34,181,"A glass bowl type shape, with a few shaped coming out the top on the right hand side.",1788382509508,1788382532136,22.628,FALSE
