roundID,correct,gameID,index,numTrials,repNum,response,target,targetNum,trialNum,tangramURLs,contextStructure,kept_game,playerID,contextStructure_f,text,total_num_words,total_num_chars,actualPlayerCount,batchID,contextSize,status,targets,rotation,sampled_game
01JHGRMHHDKH16BRNAWV1KNQ7S,TRUE,01JHGQVF24CHBP5GQEY8Y650MZ,54,65,3,/tangrams/282_138.png,/tangrams/282_138.png,7,54,"[""/tangrams/282_446.png"",""/tangrams/282_138.png"",""/tangrams/300_446.png"",""/tangrams/300_138.png""]",comp-within,TRUE,01JHGRCJAMMR10PYDM9KGR808M,Within Trial,diamond square with arms and downwards arrow,7,44,2,01JHGQVF1S0XAS6ZHF9VN6RZ3J,4,ended,"[[101,380],[101,446],[101,138],[101,429],[300,380],[300,446],[300,138],[300,429],[231,380],[231,446],[231,138],[231,429],[282,380],[282,446],[282,138],[282,429]]",180,TRUE
01JHGRMHHPR3NDMXTD9AHNKTAP,TRUE,01JHGQVF24CHBP5GQEY8Y650MZ,52,65,3,/tangrams/282_380.png,/tangrams/282_380.png,5,52,"[""/tangrams/282_380.png"",""/tangrams/282_446.png"",""/tangrams/101_380.png"",""/tangrams/101_446.png""]",comp-within,TRUE,01JHGRCJAMMR10PYDM9KGR808M,Within Trial,diamond graduation hat with arms and downwards arrow,8,52,2,01JHGQVF1S0XAS6ZHF9VN6RZ3J,4,ended,"[[101,380],[101,446],[101,138],[101,429],[300,380],[300,446],[300,138],[300,429],[231,380],[231,446],[231,138],[231,429],[282,380],[282,446],[282,138],[282,429]]",180,TRUE
01JHGRMHH2VKMC2NC1AZP5T1H7,TRUE,01JHGQVF24CHBP5GQEY8Y650MZ,56,65,3,/tangrams/101_380.png,/tangrams/101_380.png,9,56,"[""/tangrams/231_446.png"",""/tangrams/101_380.png"",""/tangrams/101_446.png"",""/tangrams/231_380.png""]",comp-within,TRUE,01JHGRCJAMMR10PYDM9KGR808M,Within Trial,diamond graduation hat on top of block thing,8,44,2,01JHGQVF1S0XAS6ZHF9VN6RZ3J,4,ended,"[[101,380],[101,446],[101,138],[101,429],[300,380],[300,446],[300,138],[300,429],[231,380],[231,446],[231,138],[231,429],[282,380],[282,446],[282,138],[282,429]]",180,TRUE
01JHGRMHHYN7ZNNM34AGQ2YECS,TRUE,01JHGQVF24CHBP5GQEY8Y650MZ,51,65,3,/tangrams/231_446.png,/tangrams/231_446.png,4,51,"[""/tangrams/231_138.png"",""/tangrams/282_138.png"",""/tangrams/231_446.png"",""/tangrams/282_446.png""]",comp-within,TRUE,01JHGRC5CN56YFJSJBE3VVNMZK,Within Trial,diamond yoda sideways L,4,23,2,01JHGQVF1S0XAS6ZHF9VN6RZ3J,4,ended,"[[101,380],[101,446],[101,138],[101,429],[300,380],[300,446],[300,138],[300,429],[231,380],[231,446],[231,138],[231,429],[282,380],[282,446],[282,138],[282,429]]",180,TRUE
01JHGRMHHJZHRJD1BP99VHR10G,TRUE,01JHGQVF24CHBP5GQEY8Y650MZ,53,65,3,/tangrams/101_138.png,/tangrams/101_138.png,6,53,"[""/tangrams/300_138.png"",""/tangrams/101_429.png"",""/tangrams/300_429.png"",""/tangrams/101_138.png""]",comp-within,TRUE,01JHGRC5CN56YFJSJBE3VVNMZK,Within Trial,diamond square big blocky shape,5,31,2,01JHGQVF1S0XAS6ZHF9VN6RZ3J,4,ended,"[[101,380],[101,446],[101,138],[101,429],[300,380],[300,446],[300,138],[300,429],[231,380],[231,446],[231,138],[231,429],[282,380],[282,446],[282,138],[282,429]]",180,TRUE
01JHGRMHG8M43S9GZQ6G7B6AYB,TRUE,01JHGQVF24CHBP5GQEY8Y650MZ,58,65,3,/tangrams/300_380.png,/tangrams/300_380.png,11,58,"[""/tangrams/300_380.png"",""/tangrams/300_429.png"",""/tangrams/231_380.png"",""/tangrams/231_429.png""]",comp-within,TRUE,01JHGRCJAMMR10PYDM9KGR808M,Within Trial,diamond graduation hat M,4,24,2,01JHGQVF1S0XAS6ZHF9VN6RZ3J,4,ended,"[[101,380],[101,446],[101,138],[101,429],[300,380],[300,446],[300,138],[300,429],[231,380],[231,446],[231,138],[231,429],[282,380],[282,446],[282,138],[282,429]]",180,TRUE
01JHGRMHDKPQ2VHP50MY4EF07X,TRUE,01JHGQVF24CHBP5GQEY8Y650MZ,50,65,3,/tangrams/282_446.png,/tangrams/282_446.png,3,50,"[""/tangrams/300_138.png"",""/tangrams/300_446.png"",""/tangrams/282_446.png"",""/tangrams/282_138.png""]",comp-within,TRUE,01JHGRCJAMMR10PYDM9KGR808M,Within Trial,diamond yoda with downward arrow with arms,7,42,2,01JHGQVF1S0XAS6ZHF9VN6RZ3J,4,ended,"[[101,380],[101,446],[101,138],[101,429],[300,380],[300,446],[300,138],[300,429],[231,380],[231,446],[231,138],[231,429],[282,380],[282,446],[282,138],[282,429]]",180,TRUE
01JHGRMHGHJZ14YV6246MR2Z8W,TRUE,01JHGQVF24CHBP5GQEY8Y650MZ,61,65,3,/tangrams/101_446.png,/tangrams/101_446.png,14,61,"[""/tangrams/101_446.png"",""/tangrams/300_138.png"",""/tangrams/300_446.png"",""/tangrams/101_138.png""]",comp-within,TRUE,01JHGRC5CN56YFJSJBE3VVNMZK,Within Trial,diamond yoda blocky shape,4,25,2,01JHGQVF1S0XAS6ZHF9VN6RZ3J,4,ended,"[[101,380],[101,446],[101,138],[101,429],[300,380],[300,446],[300,138],[300,429],[231,380],[231,446],[231,138],[231,429],[282,380],[282,446],[282,138],[282,429]]",180,TRUE
01JHGRMHGAJYNHS8Q0GZQHQ3XZ,TRUE,01JHGQVF24CHBP5GQEY8Y650MZ,63,65,3,/tangrams/231_138.png,/tangrams/231_138.png,16,63,"[""/tangrams/231_138.png"",""/tangrams/231_429.png"",""/tangrams/300_429.png"",""/tangrams/300_138.png""]",comp-within,TRUE,01JHGRC5CN56YFJSJBE3VVNMZK,Within Trial,"diamond square sideways L, woo final round",7,40,2,01JHGQVF1S0XAS6ZHF9VN6RZ3J,4,ended,"[[101,380],[101,446],[101,138],[101,429],[300,380],[300,446],[300,138],[300,429],[231,380],[231,446],[231,138],[231,429],[282,380],[282,446],[282,138],[282,429]]",180,TRUE
01JHGRMHGD81G7XREQZWSTCYT8,TRUE,01JHGQVF24CHBP5GQEY8Y650MZ,62,65,3,/tangrams/300_138.png,/tangrams/300_138.png,15,62,"[""/tangrams/101_446.png"",""/tangrams/300_446.png"",""/tangrams/300_138.png"",""/tangrams/101_138.png""]",comp-within,TRUE,01JHGRCJAMMR10PYDM9KGR808M,Within Trial,diamond square with M,4,21,2,01JHGQVF1S0XAS6ZHF9VN6RZ3J,4,ended,"[[101,380],[101,446],[101,138],[101,429],[300,380],[300,446],[300,138],[300,429],[231,380],[231,446],[231,138],[231,429],[282,380],[282,446],[282,138],[282,429]]",180,TRUE
