roundID,correct,gameID,index,numTrials,repNum,response,target,targetNum,trialNum,tangramURLs,contextStructure,kept_game,playerID,contextStructure_f,text,total_num_words,total_num_chars,actualPlayerCount,batchID,contextSize,status,targets,rotation,sampled_game
01JJSWAWGSWBE7S8N72GT8FJQF,TRUE,01JJSTDCEY9CZ9HMDV16TT3NDD,53,65,3,/tangrams/358_235.png,/tangrams/358_235.png,6,53,"[""/tangrams/69_134.png"",""/tangrams/304_351.png"",""/tangrams/358_235.png"",""/tangrams/187_398.png""]",noncomp,TRUE,01JJSW427WMWZMS064KNSRR2X4,No Competitor,cut out,2,7,2,01JJSTDCESQ395HD6JVEZQJA0T,4,ended,"[[353,455],[448,96],[62,108],[449,89],[358,235],[304,351],[363,16],[187,398],[205,336],[314,46],[403,210],[69,134],[463,143],[32,256],[107,333],[135,261]]",90,TRUE
01JJSWAWM6QGJ7Q3NWGTTSWBR7,TRUE,01JJSTDCEY9CZ9HMDV16TT3NDD,57,65,3,/tangrams/363_16.png,/tangrams/363_16.png,10,57,"[""/tangrams/448_96.png"",""/tangrams/304_351.png"",""/tangrams/363_16.png"",""/tangrams/353_455.png""]",noncomp,TRUE,01JJSW427WMWZMS064KNSRR2X4,No Competitor,batman,1,6,2,01JJSTDCESQ395HD6JVEZQJA0T,4,ended,"[[353,455],[448,96],[62,108],[449,89],[358,235],[304,351],[363,16],[187,398],[205,336],[314,46],[403,210],[69,134],[463,143],[32,256],[107,333],[135,261]]",90,TRUE
01JJSWAWKXS4NPH8W5M3MRMHSP,TRUE,01JJSTDCEY9CZ9HMDV16TT3NDD,63,65,3,/tangrams/403_210.png,/tangrams/403_210.png,16,63,"[""/tangrams/205_336.png"",""/tangrams/449_89.png"",""/tangrams/363_16.png"",""/tangrams/403_210.png""]",noncomp,TRUE,01JJSW427WMWZMS064KNSRR2X4,No Competitor,man sit leg up,4,14,2,01JJSTDCESQ395HD6JVEZQJA0T,4,ended,"[[353,455],[448,96],[62,108],[449,89],[358,235],[304,351],[363,16],[187,398],[205,336],[314,46],[403,210],[69,134],[463,143],[32,256],[107,333],[135,261]]",90,TRUE
01JJSWAWH6DQVTJQ9ZNRPM3MYQ,TRUE,01JJSTDCEY9CZ9HMDV16TT3NDD,54,65,3,/tangrams/314_46.png,/tangrams/314_46.png,7,54,"[""/tangrams/314_46.png"",""/tangrams/62_108.png"",""/tangrams/69_134.png"",""/tangrams/353_455.png""]",noncomp,TRUE,01JJSW4R8FY6F0ZG8AZRBHV7AK,No Competitor,bowl with moutains,3,18,2,01JJSTDCESQ395HD6JVEZQJA0T,4,ended,"[[353,455],[448,96],[62,108],[449,89],[358,235],[304,351],[363,16],[187,398],[205,336],[314,46],[403,210],[69,134],[463,143],[32,256],[107,333],[135,261]]",90,TRUE
01JJSWAWJXFKM60ER7Q5T3WD1M,TRUE,01JJSTDCEY9CZ9HMDV16TT3NDD,56,65,3,/tangrams/353_455.png,/tangrams/353_455.png,9,56,"[""/tangrams/363_16.png"",""/tangrams/353_455.png"",""/tangrams/107_333.png"",""/tangrams/69_134.png""]",noncomp,TRUE,01JJSW4R8FY6F0ZG8AZRBHV7AK,No Competitor,train,1,5,2,01JJSTDCESQ395HD6JVEZQJA0T,4,ended,"[[353,455],[448,96],[62,108],[449,89],[358,235],[304,351],[363,16],[187,398],[205,336],[314,46],[403,210],[69,134],[463,143],[32,256],[107,333],[135,261]]",90,TRUE
01JJSWAWG3CSE4KZF7W7T516CN,TRUE,01JJSTDCEY9CZ9HMDV16TT3NDD,52,65,3,/tangrams/205_336.png,/tangrams/205_336.png,5,52,"[""/tangrams/448_96.png"",""/tangrams/135_261.png"",""/tangrams/205_336.png"",""/tangrams/304_351.png""]",noncomp,TRUE,01JJSW4R8FY6F0ZG8AZRBHV7AK,No Competitor,cut out,2,7,2,01JJSTDCESQ395HD6JVEZQJA0T,4,ended,"[[353,455],[448,96],[62,108],[449,89],[358,235],[304,351],[363,16],[187,398],[205,336],[314,46],[403,210],[69,134],[463,143],[32,256],[107,333],[135,261]]",90,TRUE
01JJSWAWMEM0B5GH9KX43KXJ7W,TRUE,01JJSTDCEY9CZ9HMDV16TT3NDD,62,65,3,/tangrams/187_398.png,/tangrams/187_398.png,15,62,"[""/tangrams/187_398.png"",""/tangrams/463_143.png"",""/tangrams/353_455.png"",""/tangrams/62_108.png""]",noncomp,TRUE,01JJSW4R8FY6F0ZG8AZRBHV7AK,No Competitor,man face,2,8,2,01JJSTDCESQ395HD6JVEZQJA0T,4,ended,"[[353,455],[448,96],[62,108],[449,89],[358,235],[304,351],[363,16],[187,398],[205,336],[314,46],[403,210],[69,134],[463,143],[32,256],[107,333],[135,261]]",90,TRUE
01JJSWAWEMKA1Z44BY5ZKYB05X,TRUE,01JJSTDCEY9CZ9HMDV16TT3NDD,49,65,3,/tangrams/32_256.png,/tangrams/32_256.png,2,49,"[""/tangrams/363_16.png"",""/tangrams/32_256.png"",""/tangrams/304_351.png"",""/tangrams/358_235.png""]",noncomp,TRUE,01JJSW427WMWZMS064KNSRR2X4,No Competitor,spikes,1,6,2,01JJSTDCESQ395HD6JVEZQJA0T,4,ended,"[[353,455],[448,96],[62,108],[449,89],[358,235],[304,351],[363,16],[187,398],[205,336],[314,46],[403,210],[69,134],[463,143],[32,256],[107,333],[135,261]]",90,TRUE
01JJSWAWJNJTGJ8RQ130EKNRF2,TRUE,01JJSTDCEY9CZ9HMDV16TT3NDD,59,65,3,/tangrams/62_108.png,/tangrams/62_108.png,12,59,"[""/tangrams/107_333.png"",""/tangrams/32_256.png"",""/tangrams/62_108.png"",""/tangrams/449_89.png""]",noncomp,TRUE,01JJSW427WMWZMS064KNSRR2X4,No Competitor,t rex side,3,10,2,01JJSTDCESQ395HD6JVEZQJA0T,4,ended,"[[353,455],[448,96],[62,108],[449,89],[358,235],[304,351],[363,16],[187,398],[205,336],[314,46],[403,210],[69,134],[463,143],[32,256],[107,333],[135,261]]",90,TRUE
01JJSWAWHJNR3J252YA1SY1VZ8,TRUE,01JJSTDCEY9CZ9HMDV16TT3NDD,51,65,3,/tangrams/69_134.png,/tangrams/69_134.png,4,51,"[""/tangrams/448_96.png"",""/tangrams/187_398.png"",""/tangrams/358_235.png"",""/tangrams/69_134.png""]",noncomp,TRUE,01JJSW427WMWZMS064KNSRR2X4,No Competitor,diamond left spikes right,4,25,2,01JJSTDCESQ395HD6JVEZQJA0T,4,ended,"[[353,455],[448,96],[62,108],[449,89],[358,235],[304,351],[363,16],[187,398],[205,336],[314,46],[403,210],[69,134],[463,143],[32,256],[107,333],[135,261]]",90,TRUE
01JJSWAWKN1W4WTKW27029TB59,TRUE,01JJSTDCEY9CZ9HMDV16TT3NDD,61,65,3,/tangrams/448_96.png,/tangrams/448_96.png,14,61,"[""/tangrams/449_89.png"",""/tangrams/403_210.png"",""/tangrams/314_46.png"",""/tangrams/448_96.png""]",noncomp,TRUE,01JJSW427WMWZMS064KNSRR2X4,No Competitor,chicken,1,7,2,01JJSTDCESQ395HD6JVEZQJA0T,4,ended,"[[353,455],[448,96],[62,108],[449,89],[358,235],[304,351],[363,16],[187,398],[205,336],[314,46],[403,210],[69,134],[463,143],[32,256],[107,333],[135,261]]",90,TRUE
