roundID,correct,gameID,index,numTrials,repNum,response,target,targetNum,trialNum,tangramURLs,contextStructure,kept_game,playerID,contextStructure_f,text,total_num_words,total_num_chars,actualPlayerCount,batchID,contextSize,status,targets,rotation,sampled_game
01JJ02Z95BHTW1E63TK81JSVH1,TRUE,01JJ023AJZ85X3BM8E3GCK76P3,51,65,3,/tangrams/359_386.png,/tangrams/359_386.png,4,51,"[""/tangrams/398_356.png"",""/tangrams/359_386.png"",""/tangrams/319_448.png"",""/tangrams/99_437.png""]",noncomp,TRUE,01JJ027MZVWH1GGZJE0A5PXPA0,No Competitor,Human with mouth open facing the left,7,37,2,01JJ023AJRN5E6YF4FSF5F615G,4,ended,"[[284,68],[27,48],[191,343],[99,437],[36,0],[351,274],[336,52],[370,454],[142,251],[299,73],[398,356],[319,448],[116,218],[176,305],[438,268],[359,386]]",270,TRUE
01JJ02Z9546FWAQVH4T65VDRRH,TRUE,01JJ023AJZ85X3BM8E3GCK76P3,50,65,3,/tangrams/176_305.png,/tangrams/176_305.png,3,50,"[""/tangrams/438_268.png"",""/tangrams/284_68.png"",""/tangrams/176_305.png"",""/tangrams/336_52.png""]",noncomp,TRUE,01JJ02HH9TSYFPM9VYH3D16DAC,No Competitor,hexagon in its right,4,20,2,01JJ023AJRN5E6YF4FSF5F615G,4,ended,"[[284,68],[27,48],[191,343],[99,437],[36,0],[351,274],[336,52],[370,454],[142,251],[299,73],[398,356],[319,448],[116,218],[176,305],[438,268],[359,386]]",270,TRUE
01JJ02Z97MGKHJ6JA7FPZRBQ9G,TRUE,01JJ023AJZ85X3BM8E3GCK76P3,59,65,3,/tangrams/142_251.png,/tangrams/142_251.png,12,59,"[""/tangrams/142_251.png"",""/tangrams/351_274.png"",""/tangrams/438_268.png"",""/tangrams/284_68.png""]",noncomp,TRUE,01JJ027MZVWH1GGZJE0A5PXPA0,No Competitor,Duck with beak facing down,5,26,2,01JJ023AJRN5E6YF4FSF5F615G,4,ended,"[[284,68],[27,48],[191,343],[99,437],[36,0],[351,274],[336,52],[370,454],[142,251],[299,73],[398,356],[319,448],[116,218],[176,305],[438,268],[359,386]]",270,TRUE
01JJ02Z98KE7KSFG5KP3BWM8JE,TRUE,01JJ023AJZ85X3BM8E3GCK76P3,56,65,3,/tangrams/370_454.png,/tangrams/370_454.png,9,56,"[""/tangrams/336_52.png"",""/tangrams/36_0.png"",""/tangrams/370_454.png"",""/tangrams/299_73.png""]",noncomp,TRUE,01JJ02HH9TSYFPM9VYH3D16DAC,No Competitor,shaped like a backslash,4,23,2,01JJ023AJRN5E6YF4FSF5F615G,4,ended,"[[284,68],[27,48],[191,343],[99,437],[36,0],[351,274],[336,52],[370,454],[142,251],[299,73],[398,356],[319,448],[116,218],[176,305],[438,268],[359,386]]",270,TRUE
01JJ02Z95J41BT09GXP7GHZY70,TRUE,01JJ023AJZ85X3BM8E3GCK76P3,52,65,3,/tangrams/27_48.png,/tangrams/27_48.png,5,52,"[""/tangrams/191_343.png"",""/tangrams/27_48.png"",""/tangrams/299_73.png"",""/tangrams/398_356.png""]",noncomp,TRUE,01JJ02HH9TSYFPM9VYH3D16DAC,No Competitor,3 spikes on it sides looks like a club,9,38,2,01JJ023AJRN5E6YF4FSF5F615G,4,ended,"[[284,68],[27,48],[191,343],[99,437],[36,0],[351,274],[336,52],[370,454],[142,251],[299,73],[398,356],[319,448],[116,218],[176,305],[438,268],[359,386]]",270,TRUE
01JJ02Z97CBY333CA7AMAA9NS0,TRUE,01JJ023AJZ85X3BM8E3GCK76P3,57,65,3,/tangrams/36_0.png,/tangrams/36_0.png,10,57,"[""/tangrams/284_68.png"",""/tangrams/36_0.png"",""/tangrams/299_73.png"",""/tangrams/319_448.png""]",noncomp,TRUE,01JJ027MZVWH1GGZJE0A5PXPA0,No Competitor,Irregular bottom square like,4,28,2,01JJ023AJRN5E6YF4FSF5F615G,4,ended,"[[284,68],[27,48],[191,343],[99,437],[36,0],[351,274],[336,52],[370,454],[142,251],[299,73],[398,356],[319,448],[116,218],[176,305],[438,268],[359,386]]",270,TRUE
01JJ02Z962ADPWFA2CF4E3QAY2,TRUE,01JJ023AJZ85X3BM8E3GCK76P3,53,65,3,/tangrams/116_218.png,/tangrams/116_218.png,6,53,"[""/tangrams/116_218.png"",""/tangrams/299_73.png"",""/tangrams/359_386.png"",""/tangrams/319_448.png""]",noncomp,TRUE,01JJ027MZVWH1GGZJE0A5PXPA0,No Competitor,Diamond shaped disconnected on the left,6,39,2,01JJ023AJRN5E6YF4FSF5F615G,4,ended,"[[284,68],[27,48],[191,343],[99,437],[36,0],[351,274],[336,52],[370,454],[142,251],[299,73],[398,356],[319,448],[116,218],[176,305],[438,268],[359,386]]",270,TRUE
01JJ02Z969YHB4PQK94J44V2KJ,TRUE,01JJ023AJZ85X3BM8E3GCK76P3,49,65,3,/tangrams/284_68.png,/tangrams/284_68.png,2,49,"[""/tangrams/27_48.png"",""/tangrams/336_52.png"",""/tangrams/284_68.png"",""/tangrams/299_73.png""]",noncomp,TRUE,01JJ027MZVWH1GGZJE0A5PXPA0,No Competitor,4 similar spikes on the left,6,28,2,01JJ023AJRN5E6YF4FSF5F615G,4,ended,"[[284,68],[27,48],[191,343],[99,437],[36,0],[351,274],[336,52],[370,454],[142,251],[299,73],[398,356],[319,448],[116,218],[176,305],[438,268],[359,386]]",270,TRUE
01JJ02Z98BPA2FA4DA0DDYT412,TRUE,01JJ023AJZ85X3BM8E3GCK76P3,62,65,3,/tangrams/351_274.png,/tangrams/351_274.png,15,62,"[""/tangrams/99_437.png"",""/tangrams/351_274.png"",""/tangrams/284_68.png"",""/tangrams/116_218.png""]",noncomp,TRUE,01JJ02HH9TSYFPM9VYH3D16DAC,No Competitor,Tree thats slanted,3,18,2,01JJ023AJRN5E6YF4FSF5F615G,4,ended,"[[284,68],[27,48],[191,343],[99,437],[36,0],[351,274],[336,52],[370,454],[142,251],[299,73],[398,356],[319,448],[116,218],[176,305],[438,268],[359,386]]",270,TRUE
01JJ02Z98TNGFDF9BQ2WD07P6J,TRUE,01JJ023AJZ85X3BM8E3GCK76P3,63,65,3,/tangrams/438_268.png,/tangrams/438_268.png,16,63,"[""/tangrams/116_218.png"",""/tangrams/438_268.png"",""/tangrams/359_386.png"",""/tangrams/299_73.png""]",noncomp,TRUE,01JJ027MZVWH1GGZJE0A5PXPA0,No Competitor,Insect with two antennas and a mouth,7,36,2,01JJ023AJRN5E6YF4FSF5F615G,4,ended,"[[284,68],[27,48],[191,343],[99,437],[36,0],[351,274],[336,52],[370,454],[142,251],[299,73],[398,356],[319,448],[116,218],[176,305],[438,268],[359,386]]",270,TRUE
