roundID,text,playerID
01JFGGTRWTHG87A7WQ92WM3X6W,"triangles over a house, looks like M",01JFGGM5WH54V3KZQZR41Y89CR
01JFGH5QRPMBAV7V9DXVHG7651,symetrical small sqaure on top,01JFGGRSN0JC24F4EJ70TPQ4HY
01JFGH5QTGXGD64N14CYMDB6P1,saw,01JFGGRSN0JC24F4EJ70TPQ4HY
01JFGGTRX9AFZE89AYH9EY6VE4,2 triangles pointing directly down,01JFGGP47REW1HB8Q0ZPA3FHPJ
01JFGH5C6PMBXM1Y78K2WA8PKZ,arrow pointing right with spikes on left,01JFGGQNTR2KRJH94PV4GMMG7E
01JFGHBZN6MC2W6J1X89CC5FEH,my bad,01JFGH9N89BJHQ0G9TGZVH9VKV
01JFGHBZN6MC2W6J1X89CC5FEH,its a triangle on the left and a tail,01JFGH9N89BJHQ0G9TGZVH9VKV
01JFGGTRXECVZBAEN5237Q6JR7,lama or camel,01JFGGM5WH54V3KZQZR41Y89CR
01JFGGTRXECVZBAEN5237Q6JR7,going up,01JFGGM5WH54V3KZQZR41Y89CR
01JFGH02AR42MD3B4TXZFEDCYY,Hi,01JFGGQZZ2PCA1ZPXZN9MKMMDD
01JFGH5QP840BWV1B8VRDNVYSQ,three triangles on bottom. looks like a saw,01JFGGRSN0JC24F4EJ70TPQ4HY
01JFGHBZG3F1MM1Q1WVPDSW03M,give it to me haha,01JFGH9N89BJHQ0G9TGZVH9VKV
01JFGHBZG3F1MM1Q1WVPDSW03M,"its two triangles, fish+rectangle.",01JFGH16HG62KY2MJ06QSVA7NF
01JFGH3DQ1G6DQJ1DV90ZDDC51,"square in it, 3 spikes on left and right look like K",01JFGGQK2BT0FZKWF7K16B1AFN
01JFGH5QTYWR86B5JV7YAGXY6F,saw\,01JFGGZC3915SS7BASVTNGJQ8H
01JFGH5QW124S0C7T9MVRJ7RHR,3 parts,01JFGGRSN0JC24F4EJ70TPQ4HY
01JFGH5C7JGK4X7JSG38G7RE6Z,one rectangle on the left of the shape,01JFGGNR73D2HEFBKA28FAZ47Z
01JFGH5CD4MT3EJVKGFHB0NVQJ,C,01JFGGQNTR2KRJH94PV4GMMG7E
01JFGGXV2WC5RB6C8PM9BYT8Y6,rectangle bottom with two wonky ears on tops,01JFGGPHKK3AVZJ78J4S5VYEDK
01JFGH3DQZAFWHEWCDPZDN9E9B,sign in it 2 spikes on top,01JFGGQK2BT0FZKWF7K16B1AFN
01JFGH5C7A5B33W0PVY88G4W2V,Looks like the letter W on the right,01JFGGNR73D2HEFBKA28FAZ47Z
01JFGH5C9NVCCTD038S3WWJJ0Z,has a diamond shape on a triangle,01JFGGQNTR2KRJH94PV4GMMG7E
01JFGH5QVW4VQ5KNDWKS335D8M,large triangle on left side,01JFGGRSN0JC24F4EJ70TPQ4HY
01JFGGTRW3WN7Q4PT9D5AN71TN,2 triangles pointing down,01JFGGP47REW1HB8Q0ZPA3FHPJ
01JFGGXV27S1NFJ0CS97FTM2RF,an eagle like shape,01JFGGPHKK3AVZJ78J4S5VYEDK
01JFGH3DQCY9ZTEEM27ZP80SMW,3 spikes on top 3 on bottom and right side look like K,01JFGGQK2BT0FZKWF7K16B1AFN
01JFGH5CBJXWFW21STATTE8MZS,one horizontal like,01JFGGQNTR2KRJH94PV4GMMG7E
01JFGHBZW76EN247R5VAM3JFDH,triangle and large shape,01JFGH16HG62KY2MJ06QSVA7NF
01JFGH5C6V1VTD2AA2MXNS9GPW,looks like the letter c  with point y shapes on left,01JFGGQNTR2KRJH94PV4GMMG7E
01JFGH3DNGPZ9HNEPNJ8WEYHWG,arrow sign in it and one spike and one other shape,01JFGGQK2BT0FZKWF7K16B1AFN
01JFGH5QPZNMG6Z6P625DFP56X,rhombuses on the top corners... calling it Bull from now on,01JFGGZC3915SS7BASVTNGJQ8H
01JFGHBZM6MKBQXMZSX06SV4SK,it a diamond on the right and two tower on the left,01JFGH9N89BJHQ0G9TGZVH9VKV
01JFGHBZM6MKBQXMZSX06SV4SK,the tower is the one with the door?,01JFGH16HG62KY2MJ06QSVA7NF
01JFGGTRWXD60X2S80ASXH1R9D,a spider,01JFGGM5WH54V3KZQZR41Y89CR
01JFGGTRX3EX0AC4Z23VG44XYP,a big U on top,01JFGGM5WH54V3KZQZR41Y89CR
01JFGH3DRZ4Y9VSQ1J1A4S21XY,"2 spikes on top, 4 spikes on bottom",01JFGGY0C9P7SK4FJY7CSYDBBZ
01JFGH5QWC7EGJ6A6CBWG1ZFH0,long rectangle on bottom,01JFGGRSN0JC24F4EJ70TPQ4HY
01JFGH3DKTCGM4SC4DGP7A8GM7,you nailed it yahoo,01JFGGQK2BT0FZKWF7K16B1AFN
