roundID,text,playerID,director_msg,chit_chat
01JGMQN9RQ4D7YX3FJE80H2FZM,Object is symmetrical on the horizontal axis,01JGMQH1FMA0SZ0ZMDHAFWQJ3A,TRUE,FALSE
01JGMQN9RQ4D7YX3FJE80H2FZM,No white holes in the object,01JGMQH1FMA0SZ0ZMDHAFWQJ3A,TRUE,FALSE
01JGMQN9RSH49YN5E5K925RRMT,Right side is one large shape.,01JGMQGPZBFPBPR8RRNHWD81EA,TRUE,FALSE
01JGMQN9RSH49YN5E5K925RRMT,Left side has white hole,01JGMQGPZBFPBPR8RRNHWD81EA,TRUE,FALSE
01JGMQN9T05V3E4JQKH1P67BGP,Right side is one large shape.,01JGMQGPZBFPBPR8RRNHWD81EA,TRUE,FALSE
01JGMQN9T05V3E4JQKH1P67BGP,Left side has sharp teeth,01JGMQGPZBFPBPR8RRNHWD81EA,TRUE,FALSE
01JGMQN9T1M8Z9QA7Z94H5WAH2,Right side looks like a spool for wire. Has 4 sharp ends,01JGMQGPZBFPBPR8RRNHWD81EA,TRUE,FALSE
01JGMQN9T1M8Z9QA7Z94H5WAH2,Left side has a white hole,01JGMQGPZBFPBPR8RRNHWD81EA,TRUE,FALSE
01JGMQN9T23ZDBMMT59KZVZPJT,Left side looks like a cup. Right side is one big lump,01JGMQH1FMA0SZ0ZMDHAFWQJ3A,TRUE,FALSE
01JGMQN9T3C2E5GYYH0ZQ7RW5B,Right side looks like a jar to me. Has 4 sharp ends,01JGMQGPZBFPBPR8RRNHWD81EA,TRUE,FALSE
01JGMQN9T3C2E5GYYH0ZQ7RW5B,Left side also looks like a jar.,01JGMQGPZBFPBPR8RRNHWD81EA,TRUE,FALSE
01JGMQN9T3C2E5GYYH21DW83ZV,Right side looks like a jar.,01JGMQGPZBFPBPR8RRNHWD81EA,TRUE,FALSE
01JGMQN9T3C2E5GYYH21DW83ZV,Left side has a white hole.,01JGMQGPZBFPBPR8RRNHWD81EA,TRUE,FALSE
01JGMQN9T4WTGC03PZ01QANVQG,"Left side sort of has no teeth, right side has 6 spikes total",01JGMQH1FMA0SZ0ZMDHAFWQJ3A,TRUE,FALSE
01JGMQN9T4WTGC03PZ0QP5N2WC,Right side has teeth. 5 sharp points,01JGMQGPZBFPBPR8RRNHWD81EA,TRUE,FALSE
01JGMQN9T4WTGC03PZ0QP5N2WC,Left side is an oblong shape. Has a triangle pointing at the right side.,01JGMQGPZBFPBPR8RRNHWD81EA,TRUE,FALSE
01JGMQN9T5DZKFT4FQ8ZSEEXXF,Right side is one big shape or lump.,01JGMQGPZBFPBPR8RRNHWD81EA,TRUE,FALSE
01JGMQN9T5DZKFT4FQ8ZSEEXXF,Left side is a weird oblong shape,01JGMQGPZBFPBPR8RRNHWD81EA,TRUE,FALSE
01JGMQN9T5DZKFT4FQ9VD2S9TH,"Right side has the teeth like a tractor, left side is symmetrical across horizontal axis",01JGMQH1FMA0SZ0ZMDHAFWQJ3A,TRUE,FALSE
01JGMQN9T5DZKFT4FQAXP9AY6A,"Right side looks somewhat like a cup/jar. Left side is oblong shape, no hole",01JGMQH1FMA0SZ0ZMDHAFWQJ3A,TRUE,FALSE
01JGMQN9T6H5B9H7H4MM3ZS930,"Right side sort of looks like teeth, left side has a white hole in it",01JGMQH1FMA0SZ0ZMDHAFWQJ3A,TRUE,FALSE
01JGMQN9T6H5B9H7H4MM3ZS930,Like the teeth of a tractor,01JGMQH1FMA0SZ0ZMDHAFWQJ3A,TRUE,FALSE
01JGMQN9T6H5B9H7H4NCV342PV,Right side looks like a jar.,01JGMQGPZBFPBPR8RRNHWD81EA,TRUE,FALSE
01JGMQN9T6H5B9H7H4NCV342PV,Left side has 2 teeth at the bottom,01JGMQGPZBFPBPR8RRNHWD81EA,TRUE,FALSE
01JGMQN9T7VGERCPAY8D4XMTJX,"Right side has 4 spikes, left side is not symmetrical, has teeth",01JGMQH1FMA0SZ0ZMDHAFWQJ3A,TRUE,FALSE
01JGMQN9T7VGERCPAY940E4BWX,"Right side has 5 teeth, left side is shape with no hole, also has teeth",01JGMQH1FMA0SZ0ZMDHAFWQJ3A,TRUE,FALSE
01JGMQN9T81AA7M4GRB1MZJWRC,"Left side looks like a cup, right side has 4 sharp points",01JGMQH1FMA0SZ0ZMDHAFWQJ3A,TRUE,FALSE
01JGMQN9T81AA7M4GRBXHCAMQN,Right side looks like a jar.,01JGMQGPZBFPBPR8RRNHWD81EA,TRUE,FALSE
01JGMQN9T81AA7M4GRBXHCAMQN,Left side has teeth,01JGMQGPZBFPBPR8RRNHWD81EA,TRUE,FALSE
01JGMQN9T9PFJJG4JS3N1RY2BH,Right side has teeth. 5 sharp points,01JGMQGPZBFPBPR8RRNHWD81EA,TRUE,FALSE
01JGMQN9T9PFJJG4JS3N1RY2BH,Left side also has teeth. No white hole.,01JGMQGPZBFPBPR8RRNHWD81EA,TRUE,FALSE
01JGMQN9T9PFJJG4JS45VYYF6D,Right side has teeth,01JGMQH1FMA0SZ0ZMDHAFWQJ3A,TRUE,FALSE
01JGMQN9T9PFJJG4JS45VYYF6D,Left side no hole,01JGMQH1FMA0SZ0ZMDHAFWQJ3A,TRUE,FALSE
01JGMQN9T9PFJJG4JS51VXQPHY,Right side looks like a jar.,01JGMQGPZBFPBPR8RRNHWD81EA,TRUE,FALSE
01JGMQN9T9PFJJG4JS51VXQPHY,Left side shape has a white hole.,01JGMQGPZBFPBPR8RRNHWD81EA,TRUE,FALSE
01JGMQN9TAZGEXTZSSM8KQ03TK,Right side one lump,01JGMQH1FMA0SZ0ZMDHAFWQJ3A,TRUE,FALSE
01JGMQN9TAZGEXTZSSM8KQ03TK,Left side looks like cup,01JGMQH1FMA0SZ0ZMDHAFWQJ3A,TRUE,FALSE
01JGMQN9TAZGEXTZSSN2C3SWAN,Right side has 4 spikes. Looks like a wire spool.,01JGMQGPZBFPBPR8RRNHWD81EA,TRUE,FALSE
01JGMQN9TAZGEXTZSSN2C3SWAN,Left side has two spikes.,01JGMQGPZBFPBPR8RRNHWD81EA,TRUE,FALSE
01JGMQN9TBJBJN75YG0KQTR2CD,Right side one lump,01JGMQH1FMA0SZ0ZMDHAFWQJ3A,TRUE,FALSE
01JGMQN9TBJBJN75YG0KQTR2CD,Left side no teeth/spikes,01JGMQH1FMA0SZ0ZMDHAFWQJ3A,TRUE,FALSE
01JGMQN9TBJBJN75YG1DEZ8Q6N,Right side has 4 spikes. Looks like a wire spool.,01JGMQGPZBFPBPR8RRNHWD81EA,TRUE,FALSE
01JGMQN9TBJBJN75YG1DEZ8Q6N,Left side shape has a white hole.,01JGMQGPZBFPBPR8RRNHWD81EA,TRUE,FALSE
01JGMQN9TCCC93WZAD1V4MKCJ1,Right side like wire spool,01JGMQH1FMA0SZ0ZMDHAFWQJ3A,TRUE,FALSE
01JGMQN9TCCC93WZAD1V4MKCJ1,Left side has teeth on the bottom,01JGMQH1FMA0SZ0ZMDHAFWQJ3A,TRUE,FALSE
01JGMQN9TCCC93WZAD2GX8QB3S,Right side looks like jar.,01JGMQGPZBFPBPR8RRNHWD81EA,TRUE,FALSE
01JGMQN9TCCC93WZAD2GX8QB3S,Left side is weird oblong shape with no hole.,01JGMQGPZBFPBPR8RRNHWD81EA,TRUE,FALSE
01JGMQN9TDSVZGXPB453PCVR75,Right side is one lump,01JGMQH1FMA0SZ0ZMDHAFWQJ3A,TRUE,FALSE
01JGMQN9TDSVZGXPB453PCVR75,Left side has the white hole,01JGMQH1FMA0SZ0ZMDHAFWQJ3A,TRUE,FALSE
01JGMQN9TE9HM4XZGABRD4F1HA,Right side has teeth. 5 sharp points.,01JGMQGPZBFPBPR8RRNHWD81EA,TRUE,FALSE
01JGMQN9TE9HM4XZGABRD4F1HA,Left side has the white hole in it.,01JGMQGPZBFPBPR8RRNHWD81EA,TRUE,FALSE
01JGMQN9TE9HM4XZGACM88Z7Q6,Right side is one lump,01JGMQH1FMA0SZ0ZMDHAFWQJ3A,TRUE,FALSE
01JGMQN9TE9HM4XZGACM88Z7Q6,Left side has teeth on bottom,01JGMQH1FMA0SZ0ZMDHAFWQJ3A,TRUE,FALSE
01JGMQN9TE9HM4XZGADBNHMGFJ,Right side looks like jar.,01JGMQGPZBFPBPR8RRNHWD81EA,TRUE,FALSE
01JGMQN9TE9HM4XZGADBNHMGFJ,Left side looks like jar/cup,01JGMQGPZBFPBPR8RRNHWD81EA,TRUE,FALSE
01JGMQN9TF9VPMQDVATXAS1PVE,Right side has the 5 teeth like a tractor. Left side does not have the teeth at the bottom,01JGMQH1FMA0SZ0ZMDHAFWQJ3A,TRUE,FALSE
01JGMQN9TGXZKA1Z9KBHARK9MV,Right side has 5 teeth. Left side does not have a hole,01JGMQH1FMA0SZ0ZMDHAFWQJ3A,TRUE,FALSE
01JGMQN9TJD7JTXZJ0FT14169X,Right side looks like wire spool. 4 spikes,01JGMQGPZBFPBPR8RRNHWD81EA,TRUE,FALSE
01JGMQN9TJD7JTXZJ0FT14169X,Left side looks like cup/jar,01JGMQGPZBFPBPR8RRNHWD81EA,TRUE,FALSE
01JGMQN9TKQF7BXPQ592TDTSRQ,Right side has 5 teeth,01JGMQH1FMA0SZ0ZMDHAFWQJ3A,TRUE,FALSE
01JGMQN9TKQF7BXPQ592TDTSRQ,Left side does not have a hole,01JGMQH1FMA0SZ0ZMDHAFWQJ3A,TRUE,FALSE
01JGMQN9TMNSKY3DDY9S838XJ5,Right side is wire spool,01JGMQH1FMA0SZ0ZMDHAFWQJ3A,TRUE,FALSE
01JGMQN9TMNSKY3DDY9S838XJ5,"Left side does not have the 2 teeth at the bottom, it has the other spikes",01JGMQH1FMA0SZ0ZMDHAFWQJ3A,TRUE,FALSE
01JGMQN9TNG66M1NVJVXPAN6KN,Right side looks like teeth. 5 spikes,01JGMQGPZBFPBPR8RRNHWD81EA,TRUE,FALSE
01JGMQN9TNG66M1NVJVXPAN6KN,Left side has two spikes at bottom,01JGMQGPZBFPBPR8RRNHWD81EA,TRUE,FALSE
01JGMQN9TPJ715WM07ZDVK7XB9,Right side is wire spool. Has 4 spikes.,01JGMQGPZBFPBPR8RRNHWD81EA,TRUE,FALSE
01JGMQN9TPJ715WM07ZDVK7XB9,Left side shape has the white hole,01JGMQGPZBFPBPR8RRNHWD81EA,TRUE,FALSE
01JGMQN9TQ0E4EPW2MC3YB5VD1,Right side is one lump. Left side has no hole,01JGMQH1FMA0SZ0ZMDHAFWQJ3A,TRUE,FALSE
01JGMQN9TSFCT59P06DKSRKBD5,Right side looks like wire spool. 4 spikes,01JGMQGPZBFPBPR8RRNHWD81EA,TRUE,FALSE
01JGMQN9TSFCT59P06DKSRKBD5,Left side has the two spikes at the bottom,01JGMQGPZBFPBPR8RRNHWD81EA,TRUE,FALSE
01JGMQN9TT1GJC98WKHJ6MP8B4,Right side is one lump. Left side has a hole,01JGMQH1FMA0SZ0ZMDHAFWQJ3A,TRUE,FALSE
01JGMQN9TVERYVTX62DK0R3JGK,Right side is a big lump,01JGMQGPZBFPBPR8RRNHWD81EA,TRUE,FALSE
01JGMQN9TVERYVTX62DK0R3JGK,Left side has two spikes at the bottom,01JGMQGPZBFPBPR8RRNHWD81EA,TRUE,FALSE
01JGMQN9TVERYVTX62EH08G6FW,Right side looks like a jar,01JGMQGPZBFPBPR8RRNHWD81EA,TRUE,FALSE
01JGMQN9TVERYVTX62EH08G6FW,Left side has 2 spikes at the bottom,01JGMQGPZBFPBPR8RRNHWD81EA,TRUE,FALSE
01JGMQN9TWECZEKE2EC2087XQV,Right side has 5 teeth,01JGMQH1FMA0SZ0ZMDHAFWQJ3A,TRUE,FALSE
01JGMQN9TWECZEKE2EC2087XQV,Left side has a hole,01JGMQH1FMA0SZ0ZMDHAFWQJ3A,TRUE,FALSE
01JGMQN9TXHDVWN6R1NYGM92F5,Right side is a jar.,01JGMQGPZBFPBPR8RRNHWD81EA,TRUE,FALSE
01JGMQN9TXHDVWN6R1NYGM92F5,Left side looks like a cup/jar,01JGMQGPZBFPBPR8RRNHWD81EA,TRUE,FALSE
01JGMQN9TXHDVWN6R1PM0KVQAG,Right side is a big lump,01JGMQH1FMA0SZ0ZMDHAFWQJ3A,TRUE,FALSE
01JGMQN9TXHDVWN6R1PM0KVQAG,Left side is a cup,01JGMQH1FMA0SZ0ZMDHAFWQJ3A,TRUE,FALSE
01JGMQN9TXHDVWN6R1QK4FCWJS,Right side looks like a jar.,01JGMQGPZBFPBPR8RRNHWD81EA,TRUE,FALSE
01JGMQN9TXHDVWN6R1QK4FCWJS,Left side is oblong shape with no hole.,01JGMQGPZBFPBPR8RRNHWD81EA,TRUE,FALSE
01JGMQN9TYB7XVYRXPN5612D53,"Right side looks like a jar, left side has a hole",01JGMQH1FMA0SZ0ZMDHAFWQJ3A,TRUE,FALSE
01JGMQN9TYB7XVYRXPNYKHD3JP,Right side is a lump,01JGMQH1FMA0SZ0ZMDHAFWQJ3A,TRUE,FALSE
01JGMQN9TYB7XVYRXPNYKHD3JP,Left side is a cup,01JGMQH1FMA0SZ0ZMDHAFWQJ3A,TRUE,FALSE
01JGMQN9TZ3W09Q37V1H12WJZZ,Right side is the teeth,01JGMQGPZBFPBPR8RRNHWD81EA,TRUE,FALSE
01JGMQN9TZ3W09Q37V1H12WJZZ,Left side has no hole in it.,01JGMQGPZBFPBPR8RRNHWD81EA,TRUE,FALSE
01JGMQN9TZ3W09Q37V2FN8ENZA,Right side is the teeth,01JGMQGPZBFPBPR8RRNHWD81EA,TRUE,FALSE
01JGMQN9TZ3W09Q37V2FN8ENZA,Left side shape has the white hole in it,01JGMQGPZBFPBPR8RRNHWD81EA,TRUE,FALSE
01JGMQN9TZ3W09Q37V3AYZY4BB,Right side is a lump,01JGMQH1FMA0SZ0ZMDHAFWQJ3A,TRUE,FALSE
01JGMQN9TZ3W09Q37V3AYZY4BB,Left side is the oblong shape,01JGMQH1FMA0SZ0ZMDHAFWQJ3A,TRUE,FALSE
01JGMQN9V0MPMEXBMTP36M41CW,Right side is the 5 teeth,01JGMQH1FMA0SZ0ZMDHAFWQJ3A,TRUE,FALSE
01JGMQN9V0MPMEXBMTP36M41CW,Left side has 2 teeth on the bottom,01JGMQH1FMA0SZ0ZMDHAFWQJ3A,TRUE,FALSE
01JGMQN9V0MPMEXBMTQ3TXHWG0,Right side is the large lump,01JGMQGPZBFPBPR8RRNHWD81EA,TRUE,FALSE
