id,avatar,avatarLastChangedAt,bonus,bonusLastChangedAt,clicked,clickedLastChangedAt,ended,endedLastChangedAt,endedInactive,endedInactiveLastChangedAt,exitStepDone,exitStepDoneLastChangedAt,exitSurvey,exitSurveyLastChangedAt,gameID,gameIDLastChangedAt,intro,introLastChangedAt,introDone,introDoneLastChangedAt,lobbyTimerGameID,lobbyTimerGameIDLastChangedAt,lobbyTimerID,lobbyTimerIDLastChangedAt,name,nameLastChangedAt,nameColor,nameColorLastChangedAt,numRoundsInactive,numRoundsInactiveLastChangedAt,participantID,participantIDLastChangedAt,participantIdentifier,participantIdentifierLastChangedAt,partner,partnerLastChangedAt,replayGameReadyCheck,replayGameReadyCheckLastChangedAt,role,roleLastChangedAt,score,scoreLastChangedAt,src,srcLastChangedAt,treatment,treatmentLastChangedAt,treatmentName,treatmentNameLastChangedAt,urlParams,urlParamsLastChangedAt
01JH1VJBTCN0PZ6GDZ528Q3TZ8,,,,,,,no more games,2025-01-08T02:26:29.763519647Z,,,true,2025-01-08T02:26:47.415814373Z,"{""gamefailed"":""nogame""}",2025-01-08T02:26:47.410156515Z,null,2025-01-08T02:26:29.763519647Z,1,2025-01-08T02:23:36.347727259Z,,,,,,,,,,,,,01JH1VJBFVJHBGWV2RWD2ZT1B1,2025-01-08T02:23:17.324167665Z,66632730df39f3cb0b254491,2025-01-08T02:23:17.324167665Z,,,,,,,,,,,"{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":3,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-08T02:23:17.332281997Z,full-noncomp,2025-01-08T02:23:17.332281997Z,"{""participantKey"":""66632730df39f3cb0b254491"",""STUDY_ID"":""677dd54b67871e8c2cf5d948"",""SESSION_ID"":""677de104de68a001eb662d5b""}",2025-01-08T02:23:17.519151615Z
01JH1W834FWQNW45SWVGZYK8FG,,,,,,,no more games,2025-01-08T02:50:26.530460495Z,,,,,,,null,2025-01-08T02:50:26.530460495Z,2,2025-01-08T02:36:06.002803352Z,,,,,,,,,,,,,01JH1W82Z7DPRZMPBNCEHRS74D,2025-01-08T02:35:09.327444889Z,66bbcf42264d898b6c387619,2025-01-08T02:35:09.327444889Z,,,,,,,,,,,"{""contextSize"":4,""contextStructure"":""comp-within"",""feedbackDuration"":3,""maxTimeout"":3,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-08T02:35:09.338779923Z,full-comp-within,2025-01-08T02:35:09.338779923Z,"{""participantKey"":""66bbcf42264d898b6c387619"",""STUDY_ID"":""677dd54b67871e8c2cf5d948"",""SESSION_ID"":""677de414abcf1e93c8c1a045""}",2025-01-08T02:35:09.432647335Z
01JH1W844PEPXGPH133G5BRWG4,https://api.dicebear.com/8.x/rings/svg?seed=Repi,2025-01-08T02:47:21.589533814Z,1.680000,2025-01-08T03:19:36.028340812Z,/tangrams/199_443.png,2025-01-08T03:19:32.861470999Z,game ended,2025-01-08T03:19:36.081207851Z,false,2025-01-08T02:47:21.589533814Z,true,2025-01-08T03:24:09.377084091Z,"{""age"":""40"",""gender"":""Male"",""strategy"":""I would describe the shape as something that it looks like rather, than the shapes."",""enjoy"":""Yes, it was great fun. We had a good connection."",""feedback"":""No issues."",""education"":""master""}",2025-01-08T03:24:09.370355453Z,01JH1RZ3GD0THX4NKEW5HKYMMW,2025-01-08T02:35:10.368740168Z,2,2025-01-08T02:35:49.495574894Z,true,2025-01-08T02:47:21.155942146Z,01JH1RZ3GD0THX4NKEW5HKYMMW,2025-01-08T02:47:21.188842258Z,01JH1WYDV13J3T4D1XB28GSDT8,2025-01-08T02:47:21.188842258Z,Repi,2025-01-08T02:47:21.589533814Z,#29828D,2025-01-08T02:47:21.589533814Z,0,2025-01-08T02:49:16.595705324Z,01JH1W83GVSB70G9AY6M9V973K,2025-01-08T02:35:10.358265193Z,665a2f33fadedd5a395d81a3,2025-01-08T02:35:10.358265193Z,01JH1WP8T8D8942KJP7939E0QY,2025-01-08T02:47:21.589533814Z,,,director,2025-01-08T03:19:13.173556258Z,1.680000,2025-01-08T03:19:36.028340812Z,/avatars/blue.png,2025-01-08T02:47:21.589533814Z,"{""contextSize"":4,""contextStructure"":""comp-within"",""feedbackDuration"":3,""maxTimeout"":3,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-08T02:35:10.368740168Z,full-comp-within,2025-01-08T02:35:10.368740168Z,"{""participantKey"":""665a2f33fadedd5a395d81a3"",""STUDY_ID"":""677dd54b67871e8c2cf5d948"",""SESSION_ID"":""677de4151e08d92179f621cf""}",2025-01-08T02:35:10.698087207Z
01JH1WKJ5B3Y9N2DMYFJ8PHE5B,https://api.dicebear.com/8.x/rings/svg?seed=Repi,2025-01-08T02:50:27.003719423Z,1.410000,2025-01-08T03:39:42.360458702Z,/tangrams/201_418.png,2025-01-08T03:39:39.203270784Z,game ended,2025-01-08T03:39:42.413620927Z,false,2025-01-08T02:50:27.003719423Z,true,2025-01-08T03:41:36.112622119Z,"{""age"":""41"",""gender"":""Female "",""strategy"":""Just using shapes and directions. "",""enjoy"":""Yes I did, I had a great time."",""feedback"":""Thank you for the fun experiment opportunity."",""education"":""bachelor""}",2025-01-08T03:41:36.105982003Z,01JH1WW7R5Q785SD4MBPFQ5QYB,2025-01-08T02:47:21.176620879Z,2,2025-01-08T02:44:25.220666458Z,true,2025-01-08T02:49:45.600732083Z,01JH1WW7R5Q785SD4MBPFQ5QYB,2025-01-08T02:49:45.616248508Z,01JH1X2TWB2G167CSZF2PT8NYW,2025-01-08T02:49:45.616248508Z,Repi,2025-01-08T02:50:27.003719423Z,#29828D,2025-01-08T02:50:27.003719423Z,0,2025-01-08T03:00:53.103378898Z,01JH1WKHXYARK5HHMCAD155HNH,2025-01-08T02:41:25.163970727Z,5ddf074601fadfe804d466a2@email.prolific.com,2025-01-08T02:41:25.163970727Z,01JH1WQ89WAW76SBJ8QEW6ARRB,2025-01-08T02:50:27.003719423Z,,,director,2025-01-08T03:38:45.658722344Z,1.410000,2025-01-08T03:39:42.360458702Z,/avatars/blue.png,2025-01-08T02:50:27.003719423Z,"{""contextSize"":4,""contextStructure"":""comp-within"",""feedbackDuration"":3,""maxTimeout"":3,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-08T02:41:25.173677992Z,full-comp-within,2025-01-08T02:41:25.173677992Z,"{""participantKey"":""5ddf074601fadfe804d466a2"",""STUDY_ID"":""677dd54b67871e8c2cf5d948"",""SESSION_ID"":""677de560a9160d395ca7e666""}",2025-01-08T02:41:25.309599937Z
01JH1RYS7YE3EGV2KWJZVF22GA,https://api.dicebear.com/8.x/rings/svg?seed=Repi,2025-01-08T01:43:42.584367039Z,1.890000,2025-01-08T02:01:23.773980146Z,/tangrams/40_112.png,2025-01-08T02:01:20.70007758Z,game ended,2025-01-08T02:01:23.796703492Z,false,2025-01-08T01:43:42.584367039Z,true,2025-01-08T02:03:05.570244972Z,"{""age"":""24"",""gender"":""Female"",""strategy"":""We just use similar descriptions for each or had a term to describe each, the main one being legs, hat or BATMAN"",""enjoy"":""Yes, cause they introduced the use of the BATMAN."",""feedback"":""I didn't notice on the question part before the game that you could scroll, so I spent too much on on it confused how my answers were wrong."",""education"":""bachelor""}",2025-01-08T02:03:05.569267131Z,01JH1RNKD1F4YDF1363KM31BGV,2025-01-08T01:37:38.568368458Z,2,2025-01-08T01:39:04.028715642Z,true,2025-01-08T01:43:42.329502341Z,01JH1RNKD1F4YDF1363KM31BGV,2025-01-08T01:43:42.347705105Z,01JH1S9WG65DF0WWER6PQQV7XQ,2025-01-08T01:43:42.347705105Z,Repi,2025-01-08T01:43:42.584367039Z,#29828D,2025-01-08T01:43:42.584367039Z,0,2025-01-08T01:43:42.584367039Z,01JH1RYRMTKVJ1ZPEY7HY3754T,2025-01-08T01:37:38.558144058Z,672fbd9ae760c81b7cc012f4,2025-01-08T01:37:38.558144058Z,01JH1RZ5T3TMN6YYJAWNQBQKDZ,2025-01-08T01:43:42.584367039Z,,,director,2025-01-08T02:01:07.005929899Z,1.890000,2025-01-08T02:01:23.773980146Z,/avatars/blue.png,2025-01-08T01:43:42.584367039Z,"{""contextSize"":4,""contextStructure"":""comp-between"",""feedbackDuration"":3,""maxTimeout"":3,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-08T01:37:38.568368458Z,full-comp-between,2025-01-08T01:37:38.568368458Z,"{""participantKey"":""672fbd9ae760c81b7cc012f4"",""STUDY_ID"":""677dd54b67871e8c2cf5d948"",""SESSION_ID"":""677dd6c9d3c56d3d867185cd""}",2025-01-08T01:37:39.008863006Z
01JH1TP13P9NGTFRTZAQXW7JAK,https://api.dicebear.com/8.x/rings/svg?seed=Repi,2025-01-08T02:12:25.966887238Z,1.830000,2025-01-08T02:38:42.234372111Z,/tangrams/193_468.png,2025-01-08T02:38:39.13272331Z,game ended,2025-01-08T02:38:42.266443084Z,false,2025-01-08T02:12:25.966887238Z,true,2025-01-08T02:39:22.793104395Z,"{""age"":""29"",""gender"":""female"",""strategy"":""describing top and bottom"",""enjoy"":""yes because we ended up with a good plan"",""feedback"":""n/a"",""education"":""bachelor""}",2025-01-08T02:39:22.79724675Z,01JH1RNKD1F4YDF136339GBTVG,2025-01-08T02:07:48.864685262Z,2,2025-01-08T02:09:30.604899456Z,true,2025-01-08T02:09:49.535449395Z,01JH1RNKD1F4YDF136339GBTVG,2025-01-08T02:09:49.544005445Z,01JH1TSPZ4NKQC2S2BGGNSQQN4,2025-01-08T02:09:49.544005445Z,Repi,2025-01-08T02:12:25.966887238Z,#29828D,2025-01-08T02:12:25.966887238Z,0,2025-01-08T02:14:05.708285385Z,01JH1TP0FRDACMRVMFB6EJ6XV7,2025-01-08T02:07:48.854517341Z,5a9bbda1f6dfdd0001ea9639,2025-01-08T02:07:48.854517341Z,01JH1TR8ECRZPYVP7GM68GA1TB,2025-01-08T02:12:25.966887238Z,,,director,2025-01-08T02:38:28.186340121Z,1.830000,2025-01-08T02:38:42.234372111Z,/avatars/blue.png,2025-01-08T02:12:25.966887238Z,"{""contextSize"":4,""contextStructure"":""comp-within"",""feedbackDuration"":3,""maxTimeout"":3,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-08T02:07:48.864685262Z,full-comp-within,2025-01-08T02:07:48.864685262Z,"{""participantKey"":""5a9bbda1f6dfdd0001ea9639"",""STUDY_ID"":""677dd54b67871e8c2cf5d948"",""SESSION_ID"":""677dddd0fd596854d67e1c27""}",2025-01-08T02:07:49.181325278Z
01JH1VF69VKRXECWJFN6MMJE31,https://api.dicebear.com/8.x/rings/svg?seed=Minu,2025-01-08T02:25:01.500174531Z,1.770000,2025-01-08T02:50:17.400786502Z,/tangrams/20_306.png,2025-01-08T02:50:14.288515703Z,game ended,2025-01-08T02:50:17.448767166Z,false,2025-01-08T02:25:01.500174531Z,true,2025-01-08T02:50:42.5356692Z,"{""age"":""29"",""gender"":""female"",""strategy"":""working together, communicating"",""enjoy"":""yes, of course"",""feedback"":"""",""education"":""master""}",2025-01-08T02:50:42.530527039Z,01JH1RNKD2HQ69CE1BZAFW44AV,2025-01-08T02:21:33.379683444Z,2,2025-01-08T02:21:35.75487009Z,true,2025-01-08T02:25:01.243751483Z,01JH1RNKD2HQ69CE1BZAFW44AV,2025-01-08T02:25:01.265445332Z,01JH1VNHAFDBZCBPW4KA95KYKT,2025-01-08T02:25:01.265445332Z,Minu,2025-01-08T02:25:01.500174531Z,#444EA1,2025-01-08T02:25:01.500174531Z,0,2025-01-08T02:25:01.500174531Z,01JH1VF66J6QQ8FQ62Y8JEH9S3,2025-01-08T02:21:33.371482563Z,6616d254fa6776470f26693a,2025-01-08T02:21:33.371482563Z,01JH1VEPKR55R7V6827PAH8PT2,2025-01-08T02:25:01.500174531Z,,,matcher,2025-01-08T02:50:08.690157623Z,1.770000,2025-01-08T02:50:17.400786502Z,/avatars/red.png,2025-01-08T02:25:01.500174531Z,"{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":3,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-08T02:21:33.379683444Z,full-noncomp,2025-01-08T02:21:33.379683444Z,"{""participantKey"":""6616d254fa6776470f26693a"",""STUDY_ID"":""677dd54b67871e8c2cf5d948"",""SESSION_ID"":""677de0dd341e7d4d38df07ae""}",2025-01-08T02:21:33.463153631Z
01JH1VFVPYEBCJPKDJMYYRBFA5,,,,,,,no more games,2025-01-08T02:26:29.763519647Z,,,,,,,null,2025-01-08T02:26:29.763519647Z,2,2025-01-08T02:24:26.747698951Z,,,,,,,,,,,,,01JH1VFVKQCWETHZR2WFDRMP4Z,2025-01-08T02:21:55.294462946Z,ww,2025-01-08T02:21:55.294462946Z,,,,,,,,,,,"{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":3,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-08T02:21:55.303376532Z,full-noncomp,2025-01-08T02:21:55.303376532Z,"{""participantKey"":""6616d254fa6776470f26693a"",""STUDY_ID"":""677dd54b67871e8c2cf5d948"",""SESSION_ID"":""677de0dd341e7d4d38df07ae""}",2025-01-08T02:21:55.357931333Z
01JH1WP8T8D8942KJP7939E0QY,https://api.dicebear.com/8.x/rings/svg?seed=Minu,2025-01-08T02:47:21.589533814Z,1.680000,2025-01-08T03:19:36.028340812Z,/tangrams/199_443.png,2025-01-08T03:19:32.853666906Z,game ended,2025-01-08T03:19:36.081207851Z,false,2025-01-08T02:47:21.589533814Z,true,2025-01-08T03:21:22.902176028Z,"{""age"":""34"",""gender"":""Male"",""strategy"":""To create a common language for the familiar shapes and describe their locations"",""enjoy"":""Yes it was fine"",""feedback"":""There was maybe 4 or 5 occasions where me and my partner choose the correct object but it told us we were wrong"",""education"":""high-school""}",2025-01-08T03:21:22.895172944Z,01JH1RZ3GD0THX4NKEW5HKYMMW,2025-01-08T02:42:53.909180751Z,2,2025-01-08T02:45:29.46163235Z,true,2025-01-08T02:46:05.289826576Z,01JH1RZ3GD0THX4NKEW5HKYMMW,2025-01-08T02:46:05.301606576Z,01JH1WW3QJ006KWN8898TC06DN,2025-01-08T02:46:05.301606576Z,Minu,2025-01-08T02:47:21.589533814Z,#444EA1,2025-01-08T02:47:21.589533814Z,0,2025-01-08T02:49:16.595705324Z,01JH1WP880AJFP5R1QH3020PVR,2025-01-08T02:42:53.896462247Z,5bec8053b6b5ab00017c7349,2025-01-08T02:42:53.896462247Z,01JH1W844PEPXGPH133G5BRWG4,2025-01-08T02:47:21.589533814Z,,,matcher,2025-01-08T03:19:13.173556258Z,1.680000,2025-01-08T03:19:36.028340812Z,/avatars/red.png,2025-01-08T02:47:21.589533814Z,"{""contextSize"":4,""contextStructure"":""comp-within"",""feedbackDuration"":3,""maxTimeout"":3,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-08T02:42:53.909180751Z,full-comp-within,2025-01-08T02:42:53.909180751Z,"{""participantKey"":""5bec8053b6b5ab00017c7349"",""STUDY_ID"":""677dd54b67871e8c2cf5d948"",""SESSION_ID"":""677de6073942da9b5e1ae5c2""}",2025-01-08T02:42:54.207017646Z
01JH1WQ89WAW76SBJ8QEW6ARRB,https://api.dicebear.com/8.x/rings/svg?seed=Minu,2025-01-08T02:50:27.003719423Z,1.410000,2025-01-08T03:39:42.360458702Z,/tangrams/201_418.png,2025-01-08T03:39:39.20848611Z,game ended,2025-01-08T03:39:42.413620927Z,false,2025-01-08T02:50:27.003719423Z,true,2025-01-08T03:42:46.1075915Z,"{""age"":""34"",""gender"":""female"",""strategy"":""describing with close objects or figures with short sentences"",""enjoy"":""Absolutely, my partner uses short and almost precise words."",""feedback"":""I was told wrong despite choosing the right target object. Don't know why."",""education"":""bachelor""}",2025-01-08T03:42:46.100753501Z,01JH1WW7R5Q785SD4MBPFQ5QYB,2025-01-08T02:47:21.176620879Z,2,2025-01-08T02:48:01.011318074Z,true,2025-01-08T02:50:26.521567326Z,01JH1WW7R5Q785SD4MBPFQ5QYB,2025-01-08T02:50:26.542117428Z,01JH1X42VBCVQW0DMMGJPQCVZA,2025-01-08T02:50:26.542117428Z,Minu,2025-01-08T02:50:27.003719423Z,#444EA1,2025-01-08T02:50:27.003719423Z,0,2025-01-08T03:00:53.103378898Z,01JH1WQ6Z44Y7VJJFKDV8G7GYA,2025-01-08T02:43:26.140475878Z,6736da52a7c6b58f513efb69,2025-01-08T02:43:26.140475878Z,01JH1WKJ5B3Y9N2DMYFJ8PHE5B,2025-01-08T02:50:27.003719423Z,,,matcher,2025-01-08T03:38:45.658722344Z,1.410000,2025-01-08T03:39:42.360458702Z,/avatars/red.png,2025-01-08T02:50:27.003719423Z,"{""contextSize"":4,""contextStructure"":""comp-within"",""feedbackDuration"":3,""maxTimeout"":3,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-08T02:43:26.152790674Z,full-comp-within,2025-01-08T02:43:26.152790674Z,"{""participantKey"":""6736da52a7c6b58f513efb69"",""STUDY_ID"":""677dd54b67871e8c2cf5d948"",""SESSION_ID"":""677de6089ecab251cd0eef8b""}",2025-01-08T02:43:26.934562531Z
