id,batchID,batchIDLastChangedAt,chat,chatLastChangedAt,director,correct,correctLastChangedAt,ended,endedLastChangedAt,gameID,gameIDLastChangedAt,index,indexLastChangedAt,numTrials,numTrialsLastChangedAt,repNum,repNumLastChangedAt,reps,repsLastChangedAt,response,responseLastChangedAt,stageIndex,stageIndexLastChangedAt,start,startLastChangedAt,tangramURLs,tangramURLsLastChangedAt,target,targetLastChangedAt,targetNum,targetNumLastChangedAt,trialNum,trialNumLastChangedAt
01JH17B9N3E5FP6JB1CD8GA9AM,01JH16GC64174T7CVHW3RPJ4WS,2025-01-07T20:29:54.21172282Z,"[{""text"":""again the one thats the biggest"",""sender"":{""id"":""01JH16W8EY1V73TD5KGBAMNVQ9"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}}]",2025-01-07T20:41:14.70913155Z,01JH16W8EY1V73TD5KGBAMNVQ9,TRUE,2025-01-07T20:41:25.866400009Z,TRUE,2025-01-07T20:41:25.802357262Z,01JH16GC9W6FMGAV86655KYY63,2025-01-07T20:29:54.21172282Z,16,2025-01-07T20:29:54.21172282Z,65,2025-01-07T20:29:54.21172282Z,1,2025-01-07T20:29:54.21172282Z,4,2025-01-07T20:29:54.21172282Z,/tangrams/186_355.png,2025-01-07T20:41:25.866400009Z,2,2025-01-07T20:29:57.640336335Z,TRUE,2025-01-07T20:41:08.339876936Z,"[""/tangrams/176_247.png"",""/tangrams/186_355.png"",""/tangrams/32_147.png"",""/tangrams/193_89.png""]",2025-01-07T20:29:54.21172282Z,/tangrams/186_355.png,2025-01-07T20:29:54.21172282Z,1,2025-01-07T20:29:54.21172282Z,16,2025-01-07T20:29:54.21172282Z
01JH10G6P0QFWPRS4GDSXTYE9B,01JH0ZJAX6SKCT4W7XVG490DBA,2025-01-07T18:30:14.976969789Z,"[{""text"":""the one that look like letter X"",""sender"":{""id"":""01JH0ZZQRJ088VTZ4BK5WZ5MYH"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}}]",2025-01-07T18:33:25.390009333Z,01JH0ZZQRJ088VTZ4BK5WZ5MYH,FALSE,2025-01-07T18:33:34.215822352Z,TRUE,2025-01-07T18:33:34.197361107Z,01JH0ZJAXXGE7NR06XJDY2MWKW,2025-01-07T18:30:14.976969789Z,4,2025-01-07T18:30:14.976969789Z,65,2025-01-07T18:30:14.976969789Z,0,2025-01-07T18:30:14.976969789Z,4,2025-01-07T18:30:14.976969789Z,/tangrams/57_279.png,2025-01-07T18:33:34.215822352Z,2,2025-01-07T18:30:15.427578629Z,TRUE,2025-01-07T18:32:59.345757168Z,"[""/tangrams/392_135.png"",""/tangrams/435_361.png"",""/tangrams/406_175.png"",""/tangrams/57_279.png""]",2025-01-07T18:30:14.976969789Z,/tangrams/435_361.png,2025-01-07T18:30:14.976969789Z,5,2025-01-07T18:30:14.976969789Z,4,2025-01-07T18:30:14.976969789Z
01JH11ATXFA4P96K0GGVPM14YN,01JH0ZJAX6SKCT4W7XVG490DBA,2025-01-07T18:44:47.663306962Z,,,,,,FALSE,2025-01-07T18:44:47.663306962Z,01JH0ZJAXV43N3BVBHY3X1SS15,2025-01-07T18:44:47.663306962Z,8,2025-01-07T18:44:47.663306962Z,65,2025-01-07T18:44:47.663306962Z,0,2025-01-07T18:44:47.663306962Z,4,2025-01-07T18:44:47.663306962Z,,,2,2025-01-07T18:44:48.856934989Z,FALSE,2025-01-07T18:44:47.663306962Z,"[""/tangrams/246_364.png"",""/tangrams/180_303.png"",""/tangrams/312_26.png"",""/tangrams/126_70.png""]",2025-01-07T18:44:47.663306962Z,/tangrams/180_303.png,2025-01-07T18:44:47.663306962Z,9,2025-01-07T18:44:47.663306962Z,8,2025-01-07T18:44:47.663306962Z
01JH0ZNXJ9GRWS77K2M19GN73V,01JH0YW88SXQAVDXG9KWSJX4BN,2025-01-07T18:15:53.673170578Z,"[{""text"":""2 edges at the top and bottom and a triangle on the left"",""sender"":{""id"":""01JH0ZDNTCH13XZDTNSGWAN5YP"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}},{""text"":""hole on right?"",""sender"":{""id"":""01JH0ZGCE0SZNDNF9KEBZD782P"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}},{""text"":""no"",""sender"":{""id"":""01JH0ZDNTCH13XZDTNSGWAN5YP"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}},{""text"":""its small"",""sender"":{""id"":""01JH0ZDNTCH13XZDTNSGWAN5YP"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}},{""text"":""its like a curve"",""sender"":{""id"":""01JH0ZDNTCH13XZDTNSGWAN5YP"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}},{""text"":""2 edges at the top"",""sender"":{""id"":""01JH0ZDNTCH13XZDTNSGWAN5YP"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}}]",2025-01-07T18:32:41.258875935Z,01JH0ZDNTCH13XZDTNSGWAN5YP,TRUE,2025-01-07T18:32:45.665953055Z,TRUE,2025-01-07T18:32:45.649002012Z,01JH0YW898ZZGZ4521HGEPZ2RP,2025-01-07T18:15:53.673170578Z,21,2025-01-07T18:15:53.673170578Z,65,2025-01-07T18:15:53.673170578Z,1,2025-01-07T18:15:53.673170578Z,4,2025-01-07T18:15:53.673170578Z,/tangrams/253_10.png,2025-01-07T18:32:45.665953055Z,2,2025-01-07T18:15:54.188242804Z,TRUE,2025-01-07T18:31:44.800173501Z,"[""/tangrams/211_293.png"",""/tangrams/253_293.png"",""/tangrams/211_10.png"",""/tangrams/253_10.png""]",2025-01-07T18:15:53.673170578Z,/tangrams/253_10.png,2025-01-07T18:15:53.673170578Z,6,2025-01-07T18:15:53.673170578Z,21,2025-01-07T18:15:53.673170578Z
01JH16RV1HKZZMFK1XW2NRJGH2,01JH16G2DGKHCBDNMABEKQVNAM,2025-01-07T20:19:49.425823903Z,,,,,,FALSE,2025-01-07T20:19:49.425823903Z,01JH16G2N16VV2Z2ZD26T2TG2N,2025-01-07T20:19:49.425823903Z,8,2025-01-07T20:19:49.425823903Z,65,2025-01-07T20:19:49.425823903Z,0,2025-01-07T20:19:49.425823903Z,4,2025-01-07T20:19:49.425823903Z,,,2,2025-01-07T20:19:51.42280232Z,FALSE,2025-01-07T20:19:49.425823903Z,"[""/tangrams/333_89.png"",""/tangrams/468_89.png"",""/tangrams/333_282.png"",""/tangrams/468_282.png""]",2025-01-07T20:19:49.425823903Z,/tangrams/333_282.png,2025-01-07T20:19:49.425823903Z,9,2025-01-07T20:19:49.425823903Z,8,2025-01-07T20:19:49.425823903Z
01JH172BYZWFDJW0XK03T4S4XZ,01JH16G2DGKHCBDNMABEKQVNAM,2025-01-07T20:25:01.663995407Z,"[{""text"":""looks like a weird llama carrying furniture behind it"",""sender"":{""id"":""01JH16KE9DJ3AKDCTWNY4P8HY4"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}}]",2025-01-07T20:29:17.590666025Z,01JH16KE9DJ3AKDCTWNY4P8HY4,TRUE,2025-01-07T20:29:32.944069259Z,TRUE,2025-01-07T20:29:32.891487571Z,01JH16G2JGQZGTF3X42GEXBVE1,2025-01-07T20:25:01.663995407Z,5,2025-01-07T20:25:01.663995407Z,65,2025-01-07T20:25:01.663995407Z,0,2025-01-07T20:25:01.663995407Z,4,2025-01-07T20:25:01.663995407Z,/tangrams/448_231.png,2025-01-07T20:29:32.944069259Z,2,2025-01-07T20:25:05.32715105Z,TRUE,2025-01-07T20:29:00.204046863Z,"[""/tangrams/125_451.png"",""/tangrams/448_231.png"",""/tangrams/460_246.png"",""/tangrams/376_248.png""]",2025-01-07T20:25:01.663995407Z,/tangrams/448_231.png,2025-01-07T20:25:01.663995407Z,6,2025-01-07T20:25:01.663995407Z,5,2025-01-07T20:25:01.663995407Z
01JH17Y4MCVZH2XAHGV4SZYP5C,01JH16GC64174T7CVHW3RPJ4WS,2025-01-07T20:40:11.660867013Z,,,,,,FALSE,2025-01-07T20:40:11.660867013Z,01JH16GC95ANF51QB6EYQCMA3V,2025-01-07T20:40:11.660867013Z,62,2025-01-07T20:40:11.660867013Z,65,2025-01-07T20:40:11.660867013Z,3,2025-01-07T20:40:11.660867013Z,4,2025-01-07T20:40:11.660867013Z,,,2,2025-01-07T20:40:21.653751086Z,FALSE,2025-01-07T20:40:11.660867013Z,"[""/tangrams/331_416.png"",""/tangrams/331_252.png"",""/tangrams/177_416.png"",""/tangrams/177_252.png""]",2025-01-07T20:40:11.660867013Z,/tangrams/177_416.png,2025-01-07T20:40:11.660867013Z,15,2025-01-07T20:40:11.660867013Z,62,2025-01-07T20:40:11.660867013Z
01JH112KE2N1TQWR1YJJ52WNP4,01JH0ZW4PCB9TBDZMH5NWZ5G1E,2025-01-07T18:40:17.8583462Z,,,,,,FALSE,2025-01-07T18:40:17.8583462Z,01JH0ZW4Q2AHGQD213SFSDFHFH,2025-01-07T18:40:17.8583462Z,44,2025-01-07T18:40:17.8583462Z,65,2025-01-07T18:40:17.8583462Z,2,2025-01-07T18:40:17.8583462Z,4,2025-01-07T18:40:17.8583462Z,,,2,2025-01-07T18:40:20.372721307Z,FALSE,2025-01-07T18:40:17.8583462Z,"[""/tangrams/88_402.png"",""/tangrams/370_281.png"",""/tangrams/166_11.png"",""/tangrams/406_36.png""]",2025-01-07T18:40:17.8583462Z,/tangrams/88_402.png,2025-01-07T18:40:17.8583462Z,13,2025-01-07T18:40:17.8583462Z,44,2025-01-07T18:40:17.8583462Z
01JH11AV1V51PE86XPN1Z8SBGM,01JH0ZJAX6SKCT4W7XVG490DBA,2025-01-07T18:44:47.803986503Z,,,,,,FALSE,2025-01-07T18:44:47.803986503Z,01JH0ZJAXV43N3BVBHY3X1SS15,2025-01-07T18:44:47.803986503Z,19,2025-01-07T18:44:47.803986503Z,65,2025-01-07T18:44:47.803986503Z,1,2025-01-07T18:44:47.803986503Z,4,2025-01-07T18:44:47.803986503Z,,,2,2025-01-07T18:44:49.543874312Z,FALSE,2025-01-07T18:44:47.803986503Z,"[""/tangrams/246_364.png"",""/tangrams/312_70.png"",""/tangrams/180_26.png"",""/tangrams/126_303.png""]",2025-01-07T18:44:47.803986503Z,/tangrams/246_364.png,2025-01-07T18:44:47.803986503Z,4,2025-01-07T18:44:47.803986503Z,19,2025-01-07T18:44:47.803986503Z
01JH11AVBPPX9JM94K7B8T9ZAW,01JH0ZJAX6SKCT4W7XVG490DBA,2025-01-07T18:44:48.118625697Z,,,,,,FALSE,2025-01-07T18:44:48.118625697Z,01JH0ZJAXV43N3BVBHY3X1SS15,2025-01-07T18:44:48.118625697Z,48,2025-01-07T18:44:48.118625697Z,65,2025-01-07T18:44:48.118625697Z,3,2025-01-07T18:44:48.118625697Z,4,2025-01-07T18:44:48.118625697Z,,,2,2025-01-07T18:44:51.621392157Z,FALSE,2025-01-07T18:44:48.118625697Z,"[""/tangrams/126_364.png"",""/tangrams/246_70.png"",""/tangrams/312_303.png"",""/tangrams/180_26.png""]",2025-01-07T18:44:48.118625697Z,/tangrams/126_364.png,2025-01-07T18:44:48.118625697Z,1,2025-01-07T18:44:48.118625697Z,48,2025-01-07T18:44:48.118625697Z
