id,batchID,batchIDLastChangedAt,duration,durationLastChangedAt,ended,endedLastChangedAt,gameID,gameIDLastChangedAt,index,indexLastChangedAt,initialized,initializedLastChangedAt,name,nameLastChangedAt,roundID,roundIDLastChangedAt,start,startLastChangedAt,started,startedLastChangedAt,timerID,timerIDLastChangedAt
01JGZ23VNVDTT6DHH7KAF4V95J,01JGZ1J1RQ9RJWEWNQW6SZWDX9,2025-01-07T00:19:58.779103708Z,3,2025-01-07T00:19:58.779103708Z,true,2025-01-07T00:42:33.025505555Z,01JGZ1J1S9HRZETTFT0YBZ9QYK,2025-01-07T00:19:58.779103708Z,1,2025-01-07T00:19:58.779103708Z,true,2025-01-07T00:42:29.361814645Z,feedback,2025-01-07T00:19:58.779103708Z,01JGZ23TJB9689XDX4FJDEWXCH,2025-01-07T00:19:58.779103708Z,true,2025-01-07T00:42:27.6746528Z,true,2025-01-07T00:42:29.428586585Z,01JGZ23VNMZAMNHKC6M4WTG3DT,2025-01-07T00:19:58.779103708Z
01JGZ1YRW74RMMVSJ7RMA259KT,01JGZ1JTF0VX78WKWJN6R8GA1B,2025-01-07T00:17:12.071785304Z,3,2025-01-07T00:17:12.071785304Z,true,2025-01-07T00:47:06.316044022Z,01JGZ1JTFPNZ10B2SXBEYNMS9G,2025-01-07T00:17:12.071785304Z,1,2025-01-07T00:17:12.071785304Z,true,2025-01-07T00:47:03.230868628Z,feedback,2025-01-07T00:17:12.071785304Z,01JGZ1YQX5GQQTDH49QWWBXXCV,2025-01-07T00:17:12.071785304Z,true,2025-01-07T00:47:03.096211776Z,true,2025-01-07T00:47:03.309900525Z,01JGZ1YRW3HQEKCW4VWWTBM3GV,2025-01-07T00:17:12.071785304Z
01JGZ20FMB72VWXJE8MENMTH7J,01JGZ1J4W56VM27P6SXN8FAEF4,2025-01-07T00:18:08.139455356Z,3,2025-01-07T00:18:08.139455356Z,true,2025-01-07T00:45:37.382375583Z,01JGZ1J4WKTCRGQS8R8214JJH2,2025-01-07T00:18:08.139455356Z,1,2025-01-07T00:18:08.139455356Z,true,2025-01-07T00:45:33.805154953Z,feedback,2025-01-07T00:18:08.139455356Z,01JGZ20F01D200V39Q5YFDVXG6,2025-01-07T00:18:08.139455356Z,true,2025-01-07T00:45:32.343448074Z,true,2025-01-07T00:45:33.895587666Z,01JGZ20FM68ZN1D16S8SD611HC,2025-01-07T00:18:08.139455356Z
01JGZ25TKGY9J1QR48JZ40V2JC,01JGZ1J6QFQZJ1HAP3QKP7EGZG,2025-01-07T00:21:03.216447667Z,60,2025-01-07T00:21:03.216447667Z,true,2025-01-07T00:47:04.798422486Z,01JGZ1J6QX7N1Q5REWV6S61X60,2025-01-07T00:21:03.216447667Z,0,2025-01-07T00:21:03.216447667Z,true,2025-01-07T00:46:49.293657204Z,selection,2025-01-07T00:21:03.216447667Z,01JGZ25S0J04BBPS588NNB3QPB,2025-01-07T00:21:03.216447667Z,true,2025-01-07T00:46:49.157029827Z,true,2025-01-07T00:46:49.369285588Z,01JGZ25TK91YYGK7V8BB2MTA0Z,2025-01-07T00:21:03.216447667Z
01JGZ26F9QJHT27Y8Z2TWHB3JK,01JGZ1J4W56VM27P6SXN8FAEF4,2025-01-07T00:21:24.407804322Z,60,2025-01-07T00:21:24.407804322Z,true,2025-01-07T00:40:05.307082523Z,01JGZ1J4WKTCRGQS8R8HDNJ96R,2025-01-07T00:21:24.407804322Z,0,2025-01-07T00:21:24.407804322Z,true,2025-01-07T00:39:23.314424357Z,selection,2025-01-07T00:21:24.407804322Z,01JGZ26EP222Y4JTR4T2J0PKXK,2025-01-07T00:21:24.407804322Z,true,2025-01-07T00:39:23.133851464Z,true,2025-01-07T00:39:23.374757027Z,01JGZ26F9JKJ1ZCND9SAN2KT3G,2025-01-07T00:21:24.407804322Z
01JGZ2HM1SBWSN0AR2MAW9JHAM,01JGZ1JZ88SWYYRG2SW3JHB9A4,2025-01-07T00:27:29.721991433Z,3,2025-01-07T00:27:29.721991433Z,true,2025-01-07T00:30:55.227906951Z,01JGZ1JZ8NW40KBCX0VGZ5C48M,2025-01-07T00:27:29.721991433Z,1,2025-01-07T00:27:29.721991433Z,true,2025-01-07T00:30:52.182714524Z,feedback,2025-01-07T00:27:29.721991433Z,01JGZ2HKGPX7Q5J4XHB0M9SZNE,2025-01-07T00:27:29.721991433Z,true,2025-01-07T00:30:52.117138424Z,true,2025-01-07T00:30:52.222473712Z,01JGZ2HM1EE5ATY4RHJFDA763R,2025-01-07T00:27:29.721991433Z
01JGZ2ZA8QR9B1NG39MYEVBDP4,01JGZ1JZ88SWYYRG2SW3JHB9A4,2025-01-07T00:34:58.455500729Z,60,2025-01-07T00:34:58.455500729Z,true,2025-01-07T01:13:03.740517174Z,01JGZ1JZ8NW40KBCX0V187VCKF,2025-01-07T00:34:58.455500729Z,0,2025-01-07T00:34:58.455500729Z,true,2025-01-07T01:12:21.183183285Z,selection,2025-01-07T00:34:58.455500729Z,01JGZ2Z40YG2YBKEDDKF609NRH,2025-01-07T00:34:58.455500729Z,true,2025-01-07T01:12:20.931874081Z,true,2025-01-07T01:12:21.342393205Z,01JGZ2ZA88VAKG4TNN39F0CZ43,2025-01-07T00:34:58.455500729Z
01JGZ1X6GCTBB83WFSEVFZ5SE2,01JGZ1J4W56VM27P6SXN8FAEF4,2025-01-07T00:16:20.492258563Z,3,2025-01-07T00:16:20.492258563Z,true,2025-01-07T00:30:22.671643073Z,01JGZ1J4WMY7MA81TRZB8H2YG3,2025-01-07T00:16:20.492258563Z,1,2025-01-07T00:16:20.492258563Z,true,2025-01-07T00:30:19.626376407Z,feedback,2025-01-07T00:16:20.492258563Z,01JGZ1X5RQK3PXKKHMD22KX0R2,2025-01-07T00:16:20.492258563Z,true,2025-01-07T00:30:19.567738759Z,true,2025-01-07T00:30:19.672806567Z,01JGZ1X6G8E1JQ7VA13CE254PB,2025-01-07T00:16:20.492258563Z
01JGZ1YRGCS0H20TP5YS5QHDTF,01JGZ1JTF0VX78WKWJN6R8GA1B,2025-01-07T00:17:11.692663236Z,60,2025-01-07T00:17:11.692663236Z,true,2025-01-07T00:39:28.671056801Z,01JGZ1JTFPNZ10B2SXBEYNMS9G,2025-01-07T00:17:11.692663236Z,0,2025-01-07T00:17:11.692663236Z,true,2025-01-07T00:39:18.821962639Z,selection,2025-01-07T00:17:11.692663236Z,01JGZ1YQVY62NWS8FC6G9EHAPF,2025-01-07T00:17:11.692663236Z,true,2025-01-07T00:39:18.619828349Z,true,2025-01-07T00:39:18.926530477Z,01JGZ1YRG7FZD18ZM6F5HY56V8,2025-01-07T00:17:11.692663236Z
01JGZ2H5MR8N3JBT8TYMNYM2Z5,01JGZ1J1RQ9RJWEWNQW6SZWDX9,2025-01-07T00:27:14.96805522Z,60,2025-01-07T00:27:14.96805522Z,true,2025-01-07T00:30:36.277729722Z,01JGZ1J1SBA646C45Q9V7SKXN9,2025-01-07T00:27:14.96805522Z,0,2025-01-07T00:27:14.96805522Z,true,2025-01-07T00:29:36.229629607Z,selection,2025-01-07T00:27:14.96805522Z,01JGZ2H54XMYCW2QWSG1AVYQPM,2025-01-07T00:27:14.96805522Z,true,2025-01-07T00:29:36.178416493Z,true,2025-01-07T00:29:36.269726168Z,01JGZ2H5MH3DQ6977249RXNR0V,2025-01-07T00:27:14.96805522Z
