id,batchID,batchIDLastChangedAt,gameID,gameIDLastChangedAt,playerID,playerIDLastChangedAt,roundID,roundIDLastChangedAt
01JGZ3Z77RP0MMDZSXB5P79T7T,01JGZ1J6QFQZJ1HAP3QKP7EGZG,2025-01-07T00:52:23.928053032Z,01JGZ1J6QWPAFKR4CPC8THA3K7,2025-01-07T00:52:23.928053032Z,01JGZ1SHV9MAX6YQ45GGCG788P,2025-01-07T00:52:23.928053032Z,01JGZ1Y4ARXQA5DRAFC2D1DRCQ,2025-01-07T00:52:23.928053032Z
01JGZ4XN849XYMWMPC12NBJNVT,01JGZ2J6YWS750GRPJ6FKAYERT,2025-01-07T01:09:01.31723761Z,01JGZ2J7237RK699F2RP9MBZAC,2025-01-07T01:09:01.31723761Z,01JGZ37TNV9YXE9AT99DY97WAH,2025-01-07T01:09:01.31723761Z,01JGZ46HK67PFFF65D1GHQ7PZ3,2025-01-07T01:09:01.31723761Z
01JGZ2JY3S0PV0JXVPGETEN0GC,01JGZ1J4W56VM27P6SXN8FAEF4,2025-01-07T00:28:12.793918101Z,01JGZ1J4WMY7MA81TRZB8H2YG3,2025-01-07T00:28:12.793918101Z,01JGZ1STC3KCA5ZBRR6JQ5QT7E,2025-01-07T00:28:12.793918101Z,01JGZ1X5RPWJ7Y7YZXM15FM9ZS,2025-01-07T00:28:12.793918101Z
01JGZ3903RN9BDN53W1WT4Q3CH,01JGZ1J6QFQZJ1HAP3QKP7EGZG,2025-01-07T00:40:15.736860172Z,01JGZ1J6QWPAFKR4CPC8THA3K7,2025-01-07T00:40:15.736860172Z,01JGZ1SHV9MAX6YQ45GGCG788P,2025-01-07T00:40:15.736860172Z,01JGZ1Y4A98J8BRZTJWSW7TYXW,2025-01-07T00:40:15.736860172Z
01JGZ3A6VJ774BF45ARVP70VPJ,01JGZ1JTF0VX78WKWJN6R8GA1B,2025-01-07T00:40:55.41050653Z,01JGZ1JTFN1FD5A54BCQMJHBNZ,2025-01-07T00:40:55.41050653Z,01JGZ1VPDVF3N9XVYQKWC5VSR0,2025-01-07T00:40:55.41050653Z,01JGZ2F5DFD92D9YB9C99WZ7WY,2025-01-07T00:40:55.41050653Z
01JGZ3TJ2BGKSFAJ8PNC9CXX7C,01JGZ2J6YWS750GRPJ6FKAYERT,2025-01-07T00:49:51.179429866Z,01JGZ2J71XN8Q7J627EBMRDRH5,2025-01-07T00:49:51.179429866Z,01JGZ2RN3HPDEH59H1BFYSCHAT,2025-01-07T00:49:51.179429866Z,01JGZ347914KCBVCXNTPTRV0PK,2025-01-07T00:49:51.179429866Z
01JGZ2XRXQV3PF3EADSADBHT5K,01JGZ1JTF0VX78WKWJN6R8GA1B,2025-01-07T00:34:07.927826661Z,01JGZ1JTFN1FD5A54BCQMJHBNZ,2025-01-07T00:34:07.927826661Z,01JGZ1W1EBA4WB7SW4Y5S9Y373,2025-01-07T00:34:07.927826661Z,01JGZ2F5DT093NVF8VYWYWBJ78,2025-01-07T00:34:07.927826661Z
01JGZ5BBY5NSVH3E6N5TK8W1YY,01JGZ2J6YWS750GRPJ6FKAYERT,2025-01-07T01:16:30.533529168Z,01JGZ2J71XN8Q7J627EBMRDRH5,2025-01-07T01:16:30.533529168Z,01JGZ2RN3HPDEH59H1BFYSCHAT,2025-01-07T01:16:30.533529168Z,01JGZ348K1D9T4YEZZD7K2SS0B,2025-01-07T01:16:30.533529168Z
01JGZ5JDPX9Q3K7KD1Y28WYE17,01JGZ1JZ88SWYYRG2SW3JHB9A4,2025-01-07T01:20:21.725107457Z,01JGZ1JZ8NW40KBCX0V187VCKF,2025-01-07T01:20:21.725107457Z,01JGZ29ZYEPST8VT6VPFZ1XZC9,2025-01-07T01:20:21.725107457Z,01JGZ2Z49REKTJ22KWTXKGWD8V,2025-01-07T01:20:21.725107457Z
01JGZ2KY9XEZFVVG1SB9G34JBW,01JGZ1J4W56VM27P6SXN8FAEF4,2025-01-07T00:28:45.757598639Z,01JGZ1J4WMY7MA81TRZB8H2YG3,2025-01-07T00:28:45.757598639Z,01JGZ1STC3KCA5ZBRR6JQ5QT7E,2025-01-07T00:28:45.757598639Z,01JGZ1X5RT0PWVFRQRD7074APN,2025-01-07T00:28:45.757598639Z
