roundID,text,playerID
01JFE3K6GK37SP9KTM6Q67BZVP,cup,01JFE3G0SARBJ072J7GT8109DN
01JFE3K6HBJ3ZEE6EPY8AF12Z8,jagged hourglass shape again,01JFE3G0SARBJ072J7GT8109DN
01JFE43STARKKX6BC9V6YWXS3E,double V,01JFE3R3FXHKGEJ1VBRPDEXJQ4
01JFE3JRXNJKDMED0VMABS39VR,goblin,01JFE3F9A7MC48ZJQXD4G22DQY
01JFE3JRX4KZ0BD6RASAEW3WNN,among us,01JFE3CCBQ47YDA3T67EP5FJFP
01JFE3K6HR8WG1DC6KDJQADWST,cup on top,01JFE39M62S9ZGB32JTRVGFVA6
01JFE3VHKQNWJHFRYQRY0CQRW8,x at bottom,01JFE3GNAK7CYZTKC2WCSCNTJE
01JFE43SKN7HWCTCNM6428CMT3,looks like a paper boat,01JFE3SEFHADEN49FA2246CZPF
01JFE3JRWEBT60NS9XSHSZ7JKG,crown,01JFE3CCBQ47YDA3T67EP5FJFP
01JFE3QSK6N0BFAS9ZC9YV88FY,the one with a bird on top,01JFE3GDVYFHT2K4XDK55QZ0DA
01JFE3JRX0SX8HE7EJPMNVADVC,bowl holding a banana,01JFE3CCBQ47YDA3T67EP5FJFP
01JFE3K6GNVTCZGPWMG3BRZBSG,cup,01JFE3G0SARBJ072J7GT8109DN
01JFE3K6JG2YTG147NGJGDRE3S,M on top,01JFE39M62S9ZGB32JTRVGFVA6
01JFE3VHEDXHBMCDA4HC2CKY5S,looks like scissor legs,01JFE3JG0DE7BWPK8YPFDRKY8Q
01JFE3VHGEX47GDFBXZQ61K1H1,sorry,01JFE3JG0DE7BWPK8YPFDRKY8Q
01JFE3VHGEX47GDFBXZQ61K1H1,no worries,01JFE3GNAK7CYZTKC2WCSCNTJE
01JFE3VHGEX47GDFBXZQ61K1H1,most symmetrical top heavy,01JFE3JG0DE7BWPK8YPFDRKY8Q
01JFE3VHGEX47GDFBXZQ61K1H1,devil head,01JFE3JG0DE7BWPK8YPFDRKY8Q
01JFE3VHJY42VW5CSB03SNR5DC,dove on a bowl,01JFE3GNAK7CYZTKC2WCSCNTJE
01JFE3JRWTJS475S01FKB457ER,Kind of like the among us guy leaning over,01JFE3CCBQ47YDA3T67EP5FJFP
01JFE3VHEYKYYEP2R13J72M30J,bird on diamond,01JFE3GNAK7CYZTKC2WCSCNTJE
01JFE3VHF0D2ZSS83X8VVFE2K7,bird on  3 items,01JFE3JG0DE7BWPK8YPFDRKY8Q
01JFE3VHF0D2ZSS83X8VVFE2K7,looking right,01JFE3JG0DE7BWPK8YPFDRKY8Q
01JFE3VHFQS9V18XMWZJXA2PEH,dove looking right sitting on 3 items,01JFE3JG0DE7BWPK8YPFDRKY8Q
01JFE43SK770P1S24FXM15M8AP,plain at top,01JFE3R3FXHKGEJ1VBRPDEXJQ4
01JFE3K6F45VEE0JFYBXDJ3V3Q,hello!,01JFE39M62S9ZGB32JTRVGFVA6
01JFE3K6F45VEE0JFYBXDJ3V3Q,Hello!,01JFE3G0SARBJ072J7GT8109DN
01JFE3QSJXDP8N8MARDFVJN27G,the one that looks like a lamp,01JFE3FPZDJZB6D1YV0YWQGJGG
01JFE3K6GFW9T19A5C2ARGJH5N,It is sort of an hour glass,01JFE39M62S9ZGB32JTRVGFVA6
01JFE3VHF9DQT2CB88V2KAZ48J,looks like a fancy dessert,01JFE3GNAK7CYZTKC2WCSCNTJE
01JFE3JRXE5CGM57MBSYPYBK05,3 legs,01JFE3F9A7MC48ZJQXD4G22DQY
01JFE3JRX57B7GVT6BNHHM21Y0,ship,01JFE3F9A7MC48ZJQXD4G22DQY
01JFE3K6FGPXCBTVCW24DJDBW0,it has a cup sitting on top,01JFE39M62S9ZGB32JTRVGFVA6
