roundID,gameID,trialNum,playerID,text,director_msg
01M1HPKAYBH19C2VW6WKBD7403,01M1HNZFMBG6JCPAHH8MQHWYV4,38,01M1HP9SA626S2K4ZTXAJ11MCC,two spiky points,TRUE
01M1HPVYK24X34EMQR8FA97NBS,01M1HNZ66BCC5C4CZAZZWHY7T3,45,01M1HP9VFD4XR4JMG6Y4DWDHD7,cupped hand,TRUE
01M1HPVYK24X34EMQR8FA97NBS,01M1HNZ66BCC5C4CZAZZWHY7T3,45,01M1HP9VFD4XR4JMG6Y4DWDHD7,bird head on top right,TRUE
01M1HPWDTP3PFP3ZPS6M8HEFD7,01M1HNZK6DPR4P92Y2T8F5XDRV,7,01M1HPC7HN0GDEKJYZCJ22C0TN,L,TRUE
01M1HPKAZFZNVW8WA7VPYAKREQ,01M1HNZFMBG6JCPAHH8MQHWYV4,39,01M1HP97WG9TE403VJRZNNM0DT,L shape,TRUE
01M1HPVYE1P8ADR9V8EWCCV3MA,01M1HNZ66BCC5C4CZAZZWHY7T3,13,01M1HPA154BP985TBAEA8N74S5,what am i looking for,FALSE
01M1HPVYE1P8ADR9V8EWCCV3MA,01M1HNZ66BCC5C4CZAZZWHY7T3,13,01M1HP9VFD4XR4JMG6Y4DWDHD7,big boulder on thin stand,TRUE
01M1HQ3M16BBBCZCM8E2DMH00R,01M1HNZ7HJEQPEYJ9VDNGQFHBJ,32,01M1HPGH2ANZEVSJ1JAX6F81R8,a chair,TRUE
01M1HQ3M16BBBCZCM8E2DMH00R,01M1HNZ7HJEQPEYJ9VDNGQFHBJ,32,01M1HPGH2ANZEVSJ1JAX6F81R8,office chair,TRUE
01M1HPH1CFCR7Z81JB7XCSSQN3,01M1HNZK6HB8AMTV47EJ1Q8XDP,0,01M1HPC3N3BVQ1SZRGJQGY5ZS5,we're looking for a shape that looks like a triangle attached to a hexagon,TRUE
01M1HPH1CFCR7Z81JB7XCSSQN3,01M1HNZK6HB8AMTV47EJ1Q8XDP,0,01M1HPC3N3BVQ1SZRGJQGY5ZS5,on one side,TRUE
01M1HPH1CFCR7Z81JB7XCSSQN3,01M1HNZK6HB8AMTV47EJ1Q8XDP,0,01M1HPC3N3BVQ1SZRGJQGY5ZS5,then on the other side it looks like an explosion,TRUE
01M1HPH1CFCR7Z81JB7XCSSQN3,01M1HNZK6HB8AMTV47EJ1Q8XDP,0,01M1HPA9TPVS7WN8P6T2G1W2HR,"is it pointing left, the triangle?",FALSE
01M1HPH1CFCR7Z81JB7XCSSQN3,01M1HNZK6HB8AMTV47EJ1Q8XDP,0,01M1HPC3N3BVQ1SZRGJQGY5ZS5,like 8 jutting points,TRUE
01M1HPH1CFCR7Z81JB7XCSSQN3,01M1HNZK6HB8AMTV47EJ1Q8XDP,0,01M1HPC3N3BVQ1SZRGJQGY5ZS5,the triangle is on the left side,TRUE
01M1HPGHRV48K3NHBM8AMPDNHQ,01M1HNZFMDENM6D0TD5PFJYWRC,27,01M1HP98VHD99F2PCDA37RKBQ7,white square cut out,TRUE
01M1HPH1H7APFNK34N80Q2A7YC,01M1HNZK6HB8AMTV47EJ1Q8XDP,43,01M1HPA9TPVS7WN8P6T2G1W2HR,TOILEEEEET,TRUE
01M1HPH1H7APFNK34N80Q2A7YC,01M1HNZK6HB8AMTV47EJ1Q8XDP,43,01M1HPC3N3BVQ1SZRGJQGY5ZS5,Haha,FALSE
01M1HQ0CKKX1A0MDGMBQ59HGJ1,01M1HNZ6677RWDEVPFK38R4HBH,26,01M1HPRFFS08JGYEYQ2663GBG4,arm on top of arrowhead,TRUE
01M1HPGHP386X9F2RTVW2GGPQT,01M1HNZFMDENM6D0TD5PFJYWRC,43,01M1HP98VHD99F2PCDA37RKBQ7,long tri on the right barley touching the shape,TRUE
01M1HPH1GPSYEXYA84A1TS1N29,01M1HNZK6HB8AMTV47EJ1Q8XDP,33,01M1HPA9TPVS7WN8P6T2G1W2HR,"two triangles sticking out this shapes main body. One triangle at the top and in the middle and another triangle at the bottom, slightly to the right.",TRUE
01M1HPM5KAQJG9BHDBZQ9A7ZRH,01M1HNZFMHJVBG3FH9MYVSDQDF,43,01M1HP8XSEJHDCXHQNYH7CK7F6,Two peaks facing upwards. With the ramp you refer to in the top left.,TRUE
01M1HQ3M4CQCV5HTF6HABQW3TA,01M1HNZ7HJEQPEYJ9VDNGQFHBJ,44,01M1HPGH2ANZEVSJ1JAX6F81R8,a leg on the bottom right,TRUE
01M1HPH1F19PYPV3A2K56VFYZK,01M1HNZK6HB8AMTV47EJ1Q8XDP,13,01M1HPA9TPVS7WN8P6T2G1W2HR,The one where you said it looks like a bug,TRUE
01M1HQ0CDAGB2QV80Z3GCC70PC,01M1HNZ6677RWDEVPFK38R4HBH,0,01M1HPRFFS08JGYEYQ2663GBG4,a rooster facing left,TRUE
01M1HQ0CFP9SMQ3NXPQCNGTQFE,01M1HNZ6677RWDEVPFK38R4HBH,33,01M1HPHKT60J7WMHXSWM7ZMT2Z,triangles stacked,TRUE
01M1HQ0CNPECP9YT1SSAJ10P9Z,01M1HNZ6677RWDEVPFK38R4HBH,47,01M1HPHKT60J7WMHXSWM7ZMT2Z,horns on top of a leg,TRUE
01M1HPWDSADW0PAEQFNG2NSV0Y,01M1HNZK6DPR4P92Y2T8F5XDRV,15,01M1HPC7HN0GDEKJYZCJ22C0TN,visible L with two pointers,TRUE
01M1HPWDM1R5H3CEKNSTFGSA86,01M1HNZK6DPR4P92Y2T8F5XDRV,33,01M1HPC7HN0GDEKJYZCJ22C0TN,tap on the right,TRUE
01M1HQ0CQ4VERSFX4PQZR81WKZ,01M1HNZ6677RWDEVPFK38R4HBH,39,01M1HPHKT60J7WMHXSWM7ZMT2Z,arrowhead an dship on top,TRUE
01M1HPKAWFE8ZC6M044715CZ3J,01M1HNZFMBG6JCPAHH8MQHWYV4,11,01M1HP97WG9TE403VJRZNNM0DT,L shape,TRUE
01M1HPH1EZEAG8J3P0SNG6AEBW,01M1HNZK6HB8AMTV47EJ1Q8XDP,14,01M1HPC3N3BVQ1SZRGJQGY5ZS5,man on toliet,TRUE
01M1HPH1EZEAG8J3P0SNG6AEBW,01M1HNZK6HB8AMTV47EJ1Q8XDP,14,01M1HPC3N3BVQ1SZRGJQGY5ZS5,lol,TRUE
01M1HPH1EZEAG8J3P0SNG6AEBW,01M1HNZK6HB8AMTV47EJ1Q8XDP,14,01M1HPA9TPVS7WN8P6T2G1W2HR,haha!,FALSE
01M1HPKAX5V834994J65JCQKX3,01M1HNZFMBG6JCPAHH8MQHWYV4,18,01M1HP9SA626S2K4ZTXAJ11MCC,letter L,TRUE
